,folio_Bamberg,lemma_id,lemma_Bamberg,gloss_id_Bamberg,gloss_Bamberg,gloss_type_Bamberg,gloss_form_Bamberg,nature,marginal_note_id_Bamberg,marginal_note_type_Bamberg,marginal_note_form_Bamberg,folio_Lat7499,lemma_Lat7499,gloss_id_Lat7499,gloss_Lat7499,gloss_type_Lat7499,gloss_form_Lat7499,marginal_note_id_Lat7499,marginal_note_type_Lat7499,marginal_note_form_Lat7499
414,73r,p453_l33_o08,adoptulus ,p453_l33_o08_a,adoptiuus,S22,F2,normal,,,,77r,adoptuł. ,p453_l33_o08_a,adoptans /ualde desiderat᷑ Idem est & adoptiuus,S22,F2,,,
415,73r,p454_l01_o06,uoro ,,,,,,p454_l01_o06_a,S63,F3,77r,uoro ,p454_l01_o06_a,sorbeo/Glutino,S22,F3,,,
416,73r,p454_l01_o12,contumeo ,p454_l01_o12_a,inflo suꝑbio,S22,F3,normal,,,,77r,Contumeo ,p454_l01_o12_a,inflo ł suꝑbio,S22,F3,,,
417,73r,p454_l02_o01,c̃tumax ,p454_l02_o01_a,suꝑbus,S22,F2,normal,,,,77r,contumax ,p454_l02_o01_a,suꝑbus/uibrans crispans/febricitans,S22,F3,,,
418,73r,p454_l02_o03,tenax ,p454_l02_o03_a,auarus,S22,F2,normal,,,,77r,tenax ,p454_l02_o03_a,auarus/strictꝰ cupiđ,S22,F3,,,
419,73r,p454_l03_o01,ꝑspicax ,p454_l03_o01_a,ingeniosus astutꝰ,S22,F3,normal,,,,77r,ꝑspicax ,p454_l03_o01_a,ingeniosus astutus/clarus uigilans,S22,F3,,,
420,73r,p454_l03_o03,efficax ,p454_l03_o03_a,efficiens ł potens,S22,F3,normal,,,,77r,efficax ,p454_l03_o03_a,effitiens/ł potens,S22,F3,p454_l03_o03_b,S22,F3
421,73r,p454_l03_o04,fallo ,p454_l03_o04_a,(mentior?),S22,F2,shorthand,,,,77r,Fallo ,p454_l03_o04_a,m̃tior,S22,F2,,,
422,73v,p454_l03_o09,uiuax ,p454_l03_o09_a,uiuidus,S22,F2,normal,,,,77v,uiuax ,p454_l03_o09_a,uiuidus,S22,F2,,,
423,73v,p454_l03_o10,sagio ,p454_l03_o10_a,+,S22,F2,shorthand,,,,77v,Sagio ,p454_l03_o10_a,diuino/ꝓpheto,S22,F3,,,
424,73v,p454_l04_o02,sagax ,p454_l04_o02_a,sollicitꝰ,S22,F2,normal,,,,77v,sagax ,p454_l04_o02_a,sollicitꝰ/acutus,S22,F3,,,
425,73v,p454_l04_o01,pręsagio ,p454_l04_o01_a,futura p̃dico,S23,F4,normal,,,,77v,pręsagio ,p454_l04_o01_a,fut̃a p̃dico,S23,F4,,,
426,73v,p454_l04_o04,salax ,p454_l04_o04_a,uelox,S22,F2,normal,p454_l04_o04_b,S63,F2,77v,salax ,p454_l04_o04_a,uelox / qͥ bene potest dire,S23,F4,,,
427,73v,p454_l05_o05,mendax ,,,,,,p454_l05_o05_b,S22,F3,77v,Mendax ,,,,,p454_l05_o05_a,S62,F5
428,73v,p454_l05_o07,latex ,p454_l05_o07_a,fons a latendo (dicitur?),S54,F4,normal,p454_l05_o07_b,S63,F3,77v,latex ,p454_l05_o07_a,aqͣ latens/ a latendo dr̃,S5,F3,,,
429,73v,p454_l05_o09,uertex ,p454_l05_o09_a,su? ++++ capilli,S23,F5,normal,,,,77v,uertex ,p454_l05_o09_a,sũm pras capitis/Eo qđ ibi uertunt᷑ capille:,S23,F5,p454_l05_o09_b,S23,F5
430,73v,p454_l09_o03,stabulũ ,p454_l09_o03_a,+ stando +,S54,F2,normal,p454_l09_o03_b,S63,F3,77v,stabulũ ,p454_l09_o03_a,a stando dictũ ubi/stant equi ł pecora,S5,F4,,,
431,73v,p454_l09_o07,pateo ,p454_l09_o07_a,aperio,S22,F2,normal,p454_l09_o07_b,S63,F3,77v,Pateo ,p454_l09_o07_a,aperio,S22,F2,,,
432,73v,p454_l09_o09,patibulũ ,p454_l09_o09_a,torm̃tũ,S22,F2,normal,,,,77v,Patibulũ ,p454_l09_o09_a,torm̃tũ,S22,F2,p454_l09_o09_b,S54,F4
433,73v,p454_l09_o11,infundo ,p454_l09_o11_a,suꝑ/fundo,S22,F2,normal,,,,77v,infudo ,p454_l09_o11_a,suꝑfundo,S22,F2,,,
434,73v,p454_l10_o09-10,in .bundus. ,,,,,,p454_l10_o09-10_a,S63,F3,77v,in .bunđ. ,,,,,p454_l10_o09-10_b,S5,F5
435,73v,p454_l11_o05,ludibundus ,p454_l11_o05_a,(similis) ludenti,S22,F2,normal,,,,77v,ludibunđ ,p454_l11_o05_a,similis ludendi,S22,F3,,,
436,73v,p454_l11_o08,moribundus ,p454_l11_o08_a,(similis) morenti,S22,F2,normal,,,,77v,moribundus ,p454_l11_o08_a,simił morienti,S22,F3,,,
437,73v,p454_l12_o01,furio ,p454_l12_o01_a,insanio,S22,F2,normal,p454_l12_o01_b,S63,F2,77v,Furio ,p454_l12_o01_a,insanio,S22,F2,,,
438,73v,p454_l12_o03,furibundus ,p454_l12_o03_a,(similis) furenti,S22,F2,normal,,,,77v,Furibundus. ,p454_l12_o03_a,simił furenti,S22,F2,p454_l12_o03_b,S5,F5
439,73v,p454_l13_o04,clausulę ,p454_l13_o04_a,t̃minatioñ,S22,F2,normal,p454_l13_o04_b,S53,F4,77v,claũsulę ,p454_l13_o04_a,terminationes,S22,F2,,,
440,73v,p454_l14_o04,generales ,p454_l14_o04_a,cõmunes sb̶ clausulę (superiores?),S22,F3,shorthand,,,,77v,generales ,p454_l14_o04_a,cõmunes .s. clausulę sicuti superiores,S53,F3,,,
441,73v,p454_l17_o05,scriba ,p454_l17_o05_a,doctus,S22,F2,normal,,,,77v,scriba ,p454_l17_o05_a,doctꝰ scriptor,S22,F3,p454_l17_o05_b,S23,F5
442,73v,p454_l17_o07,ꝓnuba ,p454_l17_o07_a,ꝗ nubentib p̃est,S23,F3,normal,p454_l17_o07_b,S63,F2,77v,ꝓnuba ,p454_l17_o07_a,ꝗ nubentib p̃est,S23,F4,p454_l17_o07_b,S23,F5
443,73v,p454_l18_o01,ꝓfuga ,p454_l18_o01_a,porro fugiens,S25,F3,normal,,,,77v,ꝓfuga ,p454_l18_o01_a,ualde fuga,S23,F3,,,
444,73v,p454_l18_o03,aduena ,p454_l18_o03_a,peregrinꝰ,S22,F2,normal,,,,77v,aduena ,p454_l18_o03_a,ꝗ aliunde aduenit/seu peregrinus,S23,F4,,,
445,73v,p454_l18_o05,c̃uena ,p454_l18_o05_a,simul/ueniens,S23,F3,shorthand,,,,77v,conuena ,p454_l18_o05_a,ꝗ cũ uenit/simul ueniens,S23,F3,,,
446,73v,p454_l18_o06,Lenio ,p454_l18_o06_a,sedo/placo,S22,F3,normal,,,,77v,Lenio ,p454_l18_o06_a,placo/ł satis fatio,S22,F3,,,
447,73v,p454_l18_o07,lena ,p454_l18_o07_a,ꝑspectrix scupri,S23,F3,normal,,,,77v,Lena ,p454_l18_o07_a,seductrix/ł ꝑspectrix/scru/pri,S22,F3,,,
448,73v,p454_l18_o09,assęcła ,p454_l18_o09_a,assecutor,S22,F2,normal,,,,77v,assecla ,p454_l18_o09_a,miles ꝗ seruit,S23,F4,,,
449,73v,p454_l19_o01,colo ,p454_l19_o01_a,habito,S22,F2,normal,,,,77v,colo ,p454_l19_o01_a,ꝑuene ł? aro/ror diligo/habito/adoro,S22,F3,,,
450,73v,p454_l19_o02,cęlicola ,p454_l19_o02_a,cęlũ colens,S25,F3,normal,,,,77v,cęlicola ,p454_l19_o02_a,cęlũ colens sic̃ angłs,S25,F3,,,
451,73v,p454_l19_o03,Gigno ,p454_l19_o03_a,+,S22,F2,shorthand,p454_l19_o03_b,S63,F3,77v,Gigno ,p454_l19_o03_a,nutrio,S22,F2,,,
452,73v,p454_l19_o07,terrigena ,p454_l19_o07_a,a t̃ra genitus s. gigas,S54,F3,normal,,,,77v,Terrigena ,p454_l19_o07_a,a t̃ra genitꝰ / siue gigas ꝗ dic/ti st̃/ t̃rę si/łii,S23,F4,,,
453,73v,p454_l19_o09,c̃uiua ,p454_l19_o09_a,simul uiuens ł uescens,S23,F3,normal,p454_l19_o09_b,S63,F3,77v,conuiua ,p454_l19_o09_a,ꝗ in conuiuio ẽ/ł simul uiuens/ł uescens,S23,F4,,,
454,73v,p454_l20_o08,suadeo ,p454_l20_o08_a,adoror,S22,F2,normal,,,,77v,Suadeo ,p454_l20_o08_a,adortor,S22,F2,,,
455,73v,p454_l20_o09,suadela ,p454_l20_o09_a,suasie,S22,F2,normal,,,,77v,Suadela ,p454_l20_o09_a,adoracio,S22,F2,,,
456,73v,p454_l21_o05,lucina ,p454_l21_o05_a,++ a parien/tib ++,S23,F4,shorthand,,,,77v,Lucina ,p454_l21_o05_a,et inde luna diriuatur ꝑ sincopã dea/quę parientib; lucẽ prestat,S554,F5,,,
457,73v,p454_l21_o06,Lateo ,p454_l21_o06_a,absc̃do,S22,F2,normal,,,,77v,Lateo ,p454_l21_o06_a,abscondo,S22,F2,,,
458,73v,p454_l21_o07,laterna ,p454_l21_o07_a,a latendo ++,S54,F3,normal,,,,77v,Laterna ,p454_l21_o07_a, lux intꝰ lat&,S23,F4,,,
459,73v,p454_l21_o08,Ruo ,p454_l21_o08_a,cado,S22,F2,normal,,,,77v,Ruo ,p454_l21_o08_a,cado,S22,F2,,,
460,73v,p454_l21_o09,ruina ,p454_l21_o09_a,casus,S22,F2,normal,,,,77v,Ruina ,p454_l21_o09_a,lapsus/casura ł,S22,F3,,,
461,73v,p454_l21_o10,Rapio ,p454_l21_o10_a,aufero,S22,F2,normal,,,,77v,Rapio ,p454_l21_o10_a,aufero,S22,F2,,,
462,73v,p454_l22_o01,Cubo ,p454_l22_o01_a,iaceo,S22,F2,normal,p454_l22_o01_b,S54,F3,77v,Cubo ,p454_l22_o01_a,iaceo,S22,F2,,,
463,73v,p454_l22_o07,sedile ,p454_l22_o07_a,sedes,S22,F2,normal,,,,77v,Sedile ,p454_l22_o07_a,sedes ł sessio,S22,F3,,,
464,73v,p454_l23_o02,epulor ,p454_l23_o02_a,+,S22,F2,shorthand,,,,77v,epulor ,,,,,p454_l23_o02_b,S22,F3
465,73v,p454_l23_o03,epulo ,p454_l23_o03_a,uorax,S22,F2,normal,,,,77v,Epulo ,,,,,p454_l23_o03_a,S4181,F5
466,73v,p454_l23_o05,latro ,p454_l23_o05_a,fur,S22,F2,normal,p454_l23_o05_b,S23,F4,77v,Latro ,p454_l23_o05_a,fur a latendo dr̃/ latendo furat᷑,S54,F4,,,
467,73v,p454_l23_o06,lenio ,p454_l23_o06_a,blandior,S22,F2,normal,,,,77v,Lenio ,p454_l23_o06_a,sedo placo/blandior,S22,F3,,,
468,73v,p454_l23_o07,lęno ,p454_l23_o07_a,c̃ciliator scupri,S23,F3,normal,,,,77v,leno ,,,,,p454_l23_o07_b,S23,F5
469,73v,p454_l23_o08,comedo ,,,,,,p454_l23_o08_a,S23,F4,77v,comedo ,,,,,p454_l23_o08_b,S23,F5
470,73v,p454_l23_o09,palpo ,p454_l23_o09_a,tango,S22,F2,normal,p454_l23_o09_b,S63,F2,77v,Palpo ,p454_l23_o09_a,tango,S22,F2,,,
471,73v,p454_l23_o11,incubo ,p454_l23_o11_a,insisto,S22,F2,normal,,,,77v,Incubo ,,,,,p454_l23_o11_b,S5,F5
472,73v,p454_l25_o06,torpeo ,p454_l25_o06_a,augeo,S22,F2,normal,,,,78r,torpeo ,,,,,p454_l25_o06_a,S22,F3
473,73v,p454_l25_o07,terpedo ,p454_l25_o07_a,pigritia,S22,F2,normal,,,,78r,torpedo ,,,,,p454_l25_o07_a,S23,F3
474,73v,p454_l25_o09,cupido ,p454_l25_o09_a,cupiditas,S22,F2,normal,,,,78r,cupido ,,,,,p454_l25_o09_a,S553,F5
475,73v,p454_l25_o12,formido ,p454_l25_o12_a,timeo,S22,F2,normal,p454_l25_o12_b,S63,F3,78r,formido ,,,,,p454_l25_o12_b,S23,F4
476,73v,p454_l26_o03,caligo ,p454_l26_o03_a,obscuro,S22,F2,normal,,,,78r,caligo ,,,,,p454_l26_o03_b,S23,F5
477,73v,p454_l26_o04,ꝓpago ,p454_l26_o04_a,dilato,S22,F2,normal,,,,78r,ꝓpago ,,,,,p454_l26_o04_b,S23,F4
478,73v,p454_l28_o10,parco ,p454_l28_o10_a,indulgeo,S22,F2,normal,,,,78r,parco ,,,,,p454_l28_o10_a,S5,F5
479,73v,p454_l29_o09,pandus ,p454_l29_o09_a,manifestꝰ/patulus,S22,F3,normal,,,,78r,pandus ,p454_l29_o09_a,aꝑtꝰ latꝰ/manifestꝰ/patulus,S22,F3,,,
480,73v,p454_l29_o11,lucus ,p454_l29_o11_a,silua densa,S23,F3,normal,p454_l29_o11_b,S63,F2,78r,lucus ,p454_l29_o11_a,densa silua,S23,F3,p454_l29_o11_b,S23,F5
481,73v,p454_l30_o01,Arceo ,p454_l30_o01_a,cohibeo,S22,F2,normal,,,,78r,arceo ,p454_l30_o01_a,stringo/cohibeo,S22,F3,,,
482,73v,p454_l30_o02,arcus. ,p454_l30_o02_a,++,S54,F3,shorthand,,,,78r,archus ,p454_l30_o02_a,ab arcendis,S54,F3,,,
483,73v,p454_l30_o03,Metuo ,p454_l30_o03_a,timeo,S22,F2,normal,p454_l30_o03_b,S63,F2,78r,metuo ,p454_l30_o03_a,timeo,S22,F2,,,
484,73v,p454_l30_o04,m&us ,p454_l30_o04_a,timor,S22,F2,normal,,,,78r,metus ,p454_l30_o04_a,timor,S22,F2,,,
485,73v,p454_l30_o08,scius ,p454_l30_o08_a,sapiens,S22,F2,normal,p454_l30_o08_b,S63,F2,78r,scius ,p454_l30_o08_a,sapiens peritꝰ,S22,F3,,,
486,73v,p454_l30_o10,inscius ,p454_l30_o10_a,insciens,S22,F2,normal,,,,78r,inscius ,p454_l30_o10_a,ꝗ nescit,S23,F4,,,
487,73v,p454_l31_o01,prescius. ,p454_l31_o01_a,p̃sciens,S22,F2,normal,,,,78r,p̃scius ,p454_l31_o01_a,p̃sciens ft̃a,S23,F3,,,
488,73v,p454_l31_o04,Septemfluus ,p454_l31_o04_a,septẽ partes fluens,S25,F3,normal,,,,78r,septemfluus ,p454_l31_o04_a,.VII. hostia habens sic nilꝰ / ł .VII. partib; habere fluens,S23,F4,,,
489,73v,p454_l31_o07,inuidus ,p454_l31_o07_a,inuidꝰ ÷ ꝗ inuid& : Inuidiosꝰ ꝗ (alterius inuidia paritur),S23,F4,shorthand,,,,78r,inuidus ,p454_l31_o07_a,inuidus ẽ ꝗ inuid& inuidiosus / ꝗ alterius inuidiã patitur,S23,F5,,,
490,73v,p454_l31_o09,ꝓfugus ,p454_l31_o09_a,porro fugiens,S25,F3,normal,,,,78r,ꝓfugus ,p454_l31_o09_a,porro fugiens/ł longe,S25,F4,,,
491,73v,p454_l32_o08,ueneficus ,p454_l32_o08_a,maliciosus,S22,F2,normal,,,,78r,ueneficus. ,p454_l32_o08_a,uenenũ faciens/ł malitiosus,S23,F4,p454_l32_o08_b,S13,F5
492,73v,p454_l33_o03,fatidicus ,p454_l33_o03_a,fatũ dicens,S25,F3,normal,,,,78r,fatidicus ,p454_l33_o03_a,fata dicens,S25,F3,,,
493,73v,p454_l33_o09,beniuolus ,p454_l33_o09_a,bene uolens,S25,F3,normal,,,,78r,beniuolus ,p454_l33_o09_a,beneuolens,S22,F2,,,
494,73v,p455_l01_o03,ueliuolus ,p455_l01_o03_a,uelũ uolans,S25,F3,normal,,,,78r,ueliuolus ,p455_l01_o03_a,uelũ uolans .s. locꝰ ł uentꝰ ubi uelũ uolo ueliuolus -la -lum,S5,F4,,,
495,73v,p455_l01_o06,ueliuolũ ,p455_l01_o06_a,uelis uolans,S25,F3,normal,p455_l01_o06_b,S63,F3,78r,ueliuolũ. ,p455_l01_o06_a,quasi uelũ uolans,S23,F3,,,
496,73v,p455_l02_o01,nauifragus ,p455_l02_o01_a,nauis fractio,S25,F3,normal,,,,78r,nauifragus ,p455_l02_o01_a,ꝗ naues frangit,S23,F4,,,
497,73v,p455_l02_o09,uado ,p455_l02_o09_a,eo,S22,F2,normal,,,,78r,uado ,p455_l02_o09_a,ãbulo/eo,S22,F3,,,
498,73v,p455_l02_o11,uadũ ,p455_l02_o11_a,mare,S22,F2,normal,p455_l02_o11_b,S63,F2,78r,uadũ ,p455_l02_o11_a,aqͣ tenuis/ a uado,S5,F3,,,
499,73v,p455_l03_o01,uas. ,p455_l03_o01_a,pignꝰ,S22,F2,normal,,,,78r,uas ,p455_l03_o01_a,pignꝰ / fide iussor/ꝗ uades re/cipit?,S23,F3,,,
500,73v,p455_l03_o04,Sculpo ,p455_l03_o04_a,incido,S22,F2,normal,,,,78r,scalpo ,p455_l03_o04_a,incido/ł sculpo,S22,F3,,,
501,73v,p455_l03_o05,sculprum ,p455_l03_o05_a,ferrem̃tũ +++,S22,F2,shorthand,,,,78r,scalprũ ,p455_l03_o05_a,ferrum quo scalpunt/carpentarii/ł sculprũ,S23,F4,,,
502,73v,p455_l03_o06,Fulcio ,p455_l03_o06_a,sustento,S22,F2,normal,,,,78r,fultio ,p455_l03_o06_a,sustineo munio firmo/sustento supporto,S22,F3,,,
503,73v,p455_l03_o07,fulcrũ ,p455_l03_o07_a,ornam̃tũ lecti,S23,F3,normal,p455_l03_o07_b,S4181,F4,78r,fulcrũ ,,,,,p455_l03_o07_a,S8141,F5
504,73v,p455_l05_o04,lucifer ,p455_l05_o04_a,lucũ ferens,S25,F3,normal,,,,78r,lucifer ,p455_l05_o04_a,lucẽ ferens,S25,F3,,,
505,73v,p455_l05_o05,corniger ,p455_l05_o05_a,cornu gerens,S25,F3,normal,,,,78r,corniger. ,p455_l05_o05_a,cornugerens,S22,F2,,,
506,73v,p455_l09_o13,cοrnicen ,p455_l09_o13_a,cornu canens,S25,F3,normal,,,,78r,cornicen ,p455_l09_o13_a,ꝗ cornu canit/ł cornu carens,S23,F4,,,
507,73v,p455_l09_o14,Liticen ,p455_l09_o14_a,litũ canens,S25,F3,normal,,,,78r,liticen ,p455_l09_o14_a,ꝗ litia cañ ÷/musa,S23,F4,,,
508,73v,p455_l09_o15,tubicen ,p455_l09_o15_a,tuba canens,S25,F3,normal,,,,78r,tubicen ,p455_l09_o15_a,ꝗ tuba cañ,S23,F4,,,
509,73v,p455_l10_o01,Fidicen ,p455_l10_o01_a,fidib canens/fidib ÷ cordis,S23,F4,normal,,,,78r,fidicen ,p455_l10_o01_a,fidib; canens ÷ cordis,S23,F3,,,
510,73v,p455_l10_o02,Tibicen ,p455_l10_o02_a,tibiis canens,S25,F3,normal,,,,78r,tibicen ,p455_l10_o02_a,tibis canens,S25,F3,p455_l10_o02_b,S13,F5
511,73v,p455_l10_o05,compos ,p455_l10_o05_a,adeptor uoti,S23,F3,normal,,,,78r,cõpos. ,p455_l10_o05_a,effector uoti ł adeptor uoti/ł cõpositor ornam̃ti ł uoluntatis,S23,F3,,,
512,73v,p455_l11_o01,opifex ,p455_l11_o01_a,opꝰ faciens,S25,F3,normal,,,,78r,opifex ,p455_l11_o01_a,opꝰ fatiens,S25,F3,,,
513,74r,p455_l11_o04,municeps ,p455_l11_o04_a,munera capiens,S25,F3,normal,,,,78r,municeps ,p455_l11_o04_a,munera capiens,S25,F3,,,
514,74r,p455_l11_o09,Obex ,p455_l11_o09_a,repagulũ,S22,F2,normal,p455_l11_o09_b,S63,F3,78r,obex ,p455_l11_o09_a,Repaculũ qđ ostio/obicitur,S23,F4,,,
515,74r,p455_l11_o11,pręsideo ,p455_l11_o11_a,+,S22,F2,shorthand,,,,78r,p̃sideo ,p455_l11_o11_a,p̃sũ ł antesedeo,S22,F3,,,
516,74r,p455_l12_o01,pręses ,p455_l12_o01_a,iudex,S22,F2,normal,,,,78r,p̃ses ,p455_l12_o01_a,iudex,S22,F2,,,
517,74r,p455_l12_o03,reses ,p455_l12_o03_a,piger,S22,F2,normal,p455_l12_o03_b,S63,F3,78r,reses ,p455_l12_o03_a,piger,S22,F2,,,
518,74r,p455_l12_o05,deses ,p455_l12_o05_a,pigris ł stultꝰ negligens,S22,F3,normal,,,,78r,deses ,p455_l12_o05_a,piger stultus/ł neglegens,S22,F3,,,
519,74r,p455_l12_o07,quies  ,,,,,,p455_l12_o07_a,S63,F2,78r,quies ,,,,,p455_l12_o07_a,S313,F5
520,74r,p455_l18_o07,eas. ,p455_l18_o07_a,(terminationes?),S3232,F2,shorthand,,,,78v,eas. ,p455_l18_o07_a,.s. terminationes,S3232,F2,,,
521,74r,p455_l18_o10,Oraculũ ,p455_l18_o10_a,(responsum diuinum),S23,F3,shorthand,,,,78v,Oraculum ,p455_l18_o10_a,Responsum/diuinũ,S23,F3,p455_l18_o10_b,S5,F5
522,74r,p455_l19_o02,Propugnaculũ ,p455_l19_o02_a,defensio,S22,F2,normal,p455_l19_o02_b,S63,F2,78v,Propugnaculũ ,p455_l19_o02_a,summa pars muri,S23,F3,,,
523,74r,p455_l19_o06,Munim̃tũ ,p455_l19_o06_a,tutam̃ ÷ defensio,S22,F3,normal,,,,78v,Munimentũ ,p455_l19_o06_a,tutamen ÷ defensio,S22,F3,,,
524,74r,p455_l20_o01,alim̃tũ ,p455_l20_o01_a,nutrim̃tũ,S22,F2,normal,,,,78v,Alimentũ ,p455_l20_o01_a,Nutrimentũ,S22,F2,p455_l20_o01_b,S313,F3
525,74r,p455_l20_o02,Increm̃tũ ,p455_l20_o02_a,augm̃tũ,S22,F2,normal,,,,78v,Incrementũ ,p455_l20_o02_a,augm̃tũ,S22,F2,p455_l20_o02_b,S313,F3
526,74r,p455_l20_o03,Solam̃ ,p455_l20_o03_a,c̃solatio,S22,F2,normal,,,,78v,Solamen ,p455_l20_o03_a,consolatio/adiutoriũ,S22,F3,,,
527,74r,p455_l20_o06,flam̃ ,p455_l20_o06_a,spiritus,S554,F2,normal,,,,78v,Flamen ,p455_l20_o06_a,sp̃s seuius uentorũ/÷ flatus,S554,F3,p455_l20_o06_b,S23,F5
528,74r,p455_l21_o01,ligam̃ ,p455_l21_o01_a,ligatio,S22,F2,normal,,,,78v,Ligam̃  ,p455_l21_o01_a,ligatio,S22,F2,,,
529,74r,p455_l21_o02,certam̃ ,p455_l21_o02_a,pugna,S22,F2,normal,,,,78v,Certamen  ,p455_l21_o02_a,certam̃ dr̃ bellũ pugna agon/conflictus ł conflictio,S23,F3,,,
530,74r,p455_l21_o04,fragmen ,p455_l21_o04_a,fractio,S22,F2,normal,,,,78v,Fracmen ,p455_l21_o04_a,crusta unius cuiusq rei,S23,F3,p455_l21_o04_b,S311,F4
531,74r,p455_l23_o01,notũ ,p455_l23_o01_a,cognitũ,S22,F2,normal,,,,78v,Notũ ,p455_l23_o01_a,noscendo habilis,S23,F3,,,
532,74r,p455_l28_o03,Obrigatio ,p455_l28_o03_a,adaquatio,S22,F2,normal,p455_l28_o03_b,S63,F2,78v,Obrigatio ,p455_l28_o03_a,obrigo ÷ asꝑgo aquã/asꝑsio ł c̃gelatio,S23,F4,,,
533,74r,p455_l28_o05,Vsurpatio ,p455_l28_o05_a,ñ ꝓpria acceptio,S23,F3,normal,,,,78v,Vsurpatio ,p455_l28_o05_a,Vsurpo c̃tra usũ fatio/seu contra usũ uti/ñ ꝓpͥa acceptio,S23,F4,,,
534,74r,p455_l28_o06,Aequatio ,p455_l28_o06_a,assimilatio,S22,F2,normal,,,,78v,Aequatio ,p455_l28_o06_a,assimilatio,S22,F2,,,
535,74r,p455_l28_o07,Obseruatio ,p455_l28_o07_a,custodia,S22,F2,normal,,,,78v,Obseruatio ,p455_l28_o07_a,custodia,S22,F2,,,
536,74r,p455_l29_o01,Exhibitio ,p455_l29_o01_a,prebitio,S22,F2,normal,,,,78v,Exibitio ,p455_l29_o01_a,datio manifestatio/tribulatio p̃bitio,S22,F3,,,
537,74r,p455_l29_o02,Munitio ,p455_l29_o02_a,+,S22,F2,shorthand,,,,78v,Munitio ,p455_l29_o02_a,firmatio/defensio,S22,F3,,,
538,74r,p455_l30_o02,Fultor ,p455_l30_o02_a,sustentator,S22,F2,normal,p455_l30_o02_b,S63,F3,78v,Fultor ,p455_l30_o02_a,sustenator/fultio,S22,F3,,,
539,74r,p455_l30_o06,Petitor ,,,,,,p455_l30_o06_a,S63,F2,78v,Petitor ,p455_l30_o06_a,dictor dictrix,S22,F3,,,
540,74r,p456_l01_o05,Tonsor ,p456_l01_o05_a,ꝗ tond&,S23,F4,normal,,,,78v,Tonsor ,p456_l01_o05_a,ꝗ tond&,S23,F4,,,
541,74r,p456_l01_o06,Tonstrix ,p456_l01_o06_a,dr̃ mulier q̃ tond&,S23,F4,normal,p456_l01_o06_b,S4181,F4,78v,Tonstrix ,p456_l01_o06_a,dr̃ mulier ꝗ tond&,S23,F4,p456_l01_o06_b,S8141,F5
542,74r,p456_l01_o07,Tonstrina ,p456_l01_o07_a,opꝰ tonsoris,S23,F3,normal,,,,78v,Tonstrina ,p456_l01_o07_a,opꝰ tonsoris,S23,F3,,,
543,74r,p456_l02_o04,Subditiuus ,p456_l02_o04_a,subiectiuus,S22,F2,normal,,,,78v,Subditiuus. ,p456_l02_o04_a,subiectiuus .s. seruus,S22,F3,,,
544,74r,p456_l02_o05-06,Nec-non ,p456_l02_o05-06_a,sb̶ inuenit,S53,F4,normal,,,,78v,Nec non ,p456_l02_o05-06_a,.s. inuenit᷑ uocalis ł c̃sonans,S53,F4,,,
545,74r,p456_l04_o10,Mersio ,p456_l04_o10_a,intinctio,S22,F2,normal,p456_l04_o10_b,S63,F2,79r,mersio ,p456_l04_o10_a,intinctio,S22,F2,,,
546,74r,p456_l04_o11,Lesio ,p456_l04_o11_a,offensio,S22,F2,normal,,,,79r,lesio ,p456_l04_o11_a,offensio,S22,F2,,,
547,74r,p456_l05_o02,Iussor ,p456_l05_o02_a,ꝗ iubet,S23,F4,normal,,,,79r,Iussor ,p456_l05_o02_a,p̃ceptor,S22,F2,,,
548,74r,p456_l05_o03,Suasor ,p456_l05_o03_a,adhortator,S23,F2,normal,,,,79r,Suasor ,p456_l05_o03_a,adhortator,S22,F2,,,
549,74r,p456_l05_o04,Risor ,p456_l05_o04_a,(ꝗ ridet?),S23,F4,shorthand,,,,79r,Risor ,p456_l05_o04_a,qͥ rid&,S23,F4,,,
550,74r,p456_l05_o05,pransor ,p456_l05_o05_a,ꝗ prand&,S23,F4,normal,,,,79r,Pransor ,p456_l05_o05_a,qͥ prand&,S23,F4,,,
551,74r,p456_l05_10,Visibilis ,p456_l05_10_a,ꝗ facilis ( est uidere?),S23,F4,normal,p456_l05_10_b,S63,F2,79r,Visibilis ,p456_l05_10_a,uidendo habił/ł facilis ad uidendũ,S23,F4,,,
552,74r,p456_l06_01,Plausibilis ,p456_l06_01_a,"(qui facile) plausũ (facit, id est) sonũ",S23,F4,normal,,,,79r,Plausibilis ,p456_l06_01_a,÷ qui cũ manib; facit pneumata/ͣł qͥ facile plausũ facit ÷ sonũ,S23,F4,,,
553,74r,p456_l06_03,Missibilis ,p456_l06_03_a,ꝗ facile mittit᷑,S23,F4,normal,,,,79r,Missibilis ,p456_l06_03_a,ꝗ facile mittit᷑/sagita ł dãbra,S23,F4,,,
554,74r,p456_l06_o08,Altilis ,p456_l06_o08_a,auis ꝗ sanginat᷑,S23,F4,normal,,,,79r,Altilis ,p456_l06_o08_a,auis qͣ saginatur,S23,F4,p456_l06_o08_b,S23,F5
555,74r,p456_l06_o10,Tortilis ,p456_l06_o10_a,(qui facile torquetur),S23,F4,shorthand,,,,79r,Tortilis ,p456_l06_o10_a,ꝗ facile/torquet᷑ ł habił ad torquendũ,S23,F4,,,
