,lemma_id,folio_VLO41,lemma_VLO41,gloss_VLO41,gloss_type_VLO41,gloss_form_VLO41,marginal_note_id_VLO41,marginal_note_type_VLO41,marginal_note_form_VLO41,folio_Bamberg,lemma_Bamberg,gloss_id,gloss_Bamberg,gloss_type_Bamberg,gloss_form_Bamberg,nature,marginal_note_id_Bamberg,marginal_note_type_Bamberg,marginal_note_form_Bamberg
512,p462_l22_o01,15r,recolligere,codunare,S22,F2,,,,77r,recolere ,p462_l22_o01_a,+,S22,F2,shorthand,p462_l22_o01_b,S62,F2
513,p462_l26_o01,15v,canus,caniger,S22,F2,,,,77r,canus ,p462_l26_o01_a,+,S22,F2,shorthand,,,
514,p462_l26_o04,15v,calles,semita,S22,F2,,,,77r,Calles ,p462_l26_o04_a,uia,S22,F2,normal,p462_l26_o04_b,S63,F2
515,p462_l27_o04,15v,census,uectigal,S22,F2,,,,77r,Census ,p462_l27_o04_a,facultas,S22,F2,normal,,,
516,p462_l28_o09,15v,arguo,increpo,S22,F2,,,,77r,Arguo ,p462_l28_o09_a,increpo +++,S33,F3,shorthand,,,
517,p462_l32_o08,15v,lues,,,,,,,77r,lues ,p462_l32_o08_a,pestis,S22,F2,normal,,,
518,p462_l29_o11,15v,fluctuo,titubo,S22,F2,,,,77r,Fluctuo ,p462_l29_o11_a,titubo,S22,F2,normal,,,
519,p462_l32_o04,15v,tribus,dr̃ a distributione,S54,F4,,,,77r,tribus ,p462_l32_o04_a,triginta centurię,S23,F3,normal,,,
520,p462_l32_o10,15v,strues,congeries lignorũ,S23,F3,,,,77r,serues ,p462_l32_o10_a,c̃geries,S22,F2,normal,,,
521,p463_l08_o06,16r,bulla,,,,bulla dr̃ q: sit a uento/ł ornam̃tũ cingulorum,S23,F4,77r,Bulla ,p463_l08_o06_a,uesiculę camelorũ,S23,F3,normal,p463_l08_o06_b,S63,F2
522,p463_l08_o07,16r,ebuilio,ferueo,S22,F2,,,,77r,Ebullo ,p463_l08_o07_a,scaturio,S22,F2,normal,,,
523,p463_l08_o09,16r,punio,ulciscor,S22,F2,,,,77r,punio ,,,,,,p463_l08_o09_a,S63,F2
524,p463_l09_o04,16r,superbio,extollo,S22,F2,,,,77r,suꝑbio ,,,,,,p463_l09_o04_a,S63,F2
525,p463_l09_o08,16r,largior,tribuo,S22,F2,,,,77r,largior ,p463_l09_o08_a,tribuo,S22,F2,normal,,,
526,p463_l10_o02,16r,murio,muros edifico,S54,F3,,,,77r,Murꝰ  ,,,,,,p463_l10_o02_a,S63,F2
527,p463_l11_o03,16r,seuus,aceruus,S22,F2,,,,77r,Sęuus ,p463_l11_o03_a,durus,S22,F2,normal,,,
528,p463_l11_o04,16r,seuio,furio,S22,F2,,,,77r,sęuio ,p463_l11_o04_a,grassor,S22,F2,normal,,,
529,p463_l13_o08,16r,inretior,inlaqeor in rete,S54,F4,,,,77r,inr&ior ,p463_l13_o08_a,illaqueor,S22,F2,normal,,,
530,p463_l14_o01,16r,inpedio,noceo,S22,F2,,,,77r,impedior ,p463_l14_o01_a,(illa que .o. inuenit᷑ et?) irr&io/++ & impedio,S53,F4,shorthand,,,
531,p463_l15_o03,16r,insignis,nobilis,S22,F2,,,,77r,insignis ,p463_l15_o03_a,nobilis,S22,F2,normal,,,
532,p463_l15_o04,16r,insignio,decoro orno,S22,F3,,,,77r,insignio ,p463_l15_o04_a,noblito,S22,F2,normal,,,
533,p463_l17_o01,16r,gestus,actꝰ ł motus,S22,F3,,,,77r,Gestus ,p463_l17_o01_a,motus corporis,S23,F3,normal,p463_l17_o01_b,S63,F3
534,p463_l17_o02,16r,gestio,adꝗro exulto,S22,F3,,,,77r,gestio ,p463_l17_o02_a,desidero,S22,F2,normal,,,
535,p463_l25_o02,16v,meta,limes,S22,F2,,,,77v,m&a ,p463_l25_o02_a,finis,S22,F2,normal,p463_l25_o02_b,S63,F3
536,p463_l25_o03,16v,metor,t̃mino finio,S22,F3,,,,77v,M&or ,p463_l25_o03_a,figo,S22,F2,normal,,,
537,p463_l25_o09,16v,metior,mensuro,S22,F2,,,,77v,M&ior ,p463_l25_o09_a,m̃suro,S22,F2,normal,,,
538,p463_l27_o10,16v,insanio,furio ł infirmo,S22,F3,,,,77v,insanio ,p463_l27_o10_a,amentor,S22,F2,normal,,,
539,p464_l13_o09,17r,eger,infirmus,S22,F2,,,,77v,Eger ,,,,,,p464_l13_o09_a,S63,F2
540,p464_l20_o10,17r,denso,opaco,S22,F2,,,,77v,Denso ,,,,,,p464_l20_o10_a,S63,F2
541,p464_l28_o01,17r,tueor,p cogo,S22,F2,,,,78r,tueor ,p464_l28_o01_a,ꝓtego +,S22,F3,shorthand,p464_l28_o01_b,S63,F2
542,p465_l25_o11,18r,polliceor,ꝓmitto,S22,F2,,,,78r,polliceor ,p465_l25_o11_a,spondeo,S22,F2,normal,,,
543,p465_l28_o01,18r,coguntur,compelluntur,S22,F2,,,,78r,cogunt᷑ ,p465_l28_o01_a,cõpellunt᷑  sb̶ uerba,S415,F3,normal,,,
544,p465_l28_o07,18r,amitior,tego,S22,F2,,,,78r,Amicior ,p465_l28_o07_a,circũdo,S22,F2,normal,p465_l28_o07_b,S63,F2
545,p465_l28_o09,18r,ordior,incoo,S22,F2,,,,78r,Ordior ,p465_l28_o09_a,texo (incipio loqui)?,S23,F3,shorthand,p465_l28_o09_b,S63,F2
546,p466_l05_o04,18v,uador,error,S22,F2,,,,78v,Vador ,p466_l05_o04_a,a uado,S54,F3,normal,p466_l05_o04_b,S63,F2
547,p466_l05_o06,18v,suffragor,auxilior,S22,F2,,,,78v,suffragor ,p466_l05_o06_a,auxilior,S22,F2,normal,,,
548,p466_l06_o03,18v,rimor,ꝑscrutor,S22,F2,,,,78v,Rimor ,p466_l06_o03_a,inuestigo,S22,F2,normal,p466_l06_o03_b,S63,F2
549,p466_l06_o08,18v,miror,stupeo,S22,F2,,,,78v,Moror ,p466_l06_o08_a,+,S22,F2,shorthand,,,
550,p466_l08_o03,18v,labor,cador,S22,F2,,,,78v,Labor ,p466_l08_o03_a,cado,S22,F2,normal,p466_l08_o03_b,S63,F2
551,p466_l21_o09,19r,paciscor,pactũ facio,S23,F4,,,,78v,Paciscor ,p466_l21_o09_a,pacẽ facio,S23,F4,normal,,,
552,p466_l22_o02,19r,adipiscor,inueniscor,S22,F2,,,,78v,adipiscor ,p466_l22_o02_a,consequor,S22,F2,normal,,,
553,p467_l20_o03,19v,titubo,uacillo,S22,F2,,,,79r,Titubo- ,p467_l20_o03_a,nuto uacillo,S22,F3,normal,p467_l20_o03_b,S63,F2
554,p467_l20_o05,20r,cubo,ĩrequiesco,S22,F2,,,,79r,Cubo ,p467_l20_o05_a,dormio iaceo,S22,F3,normal,,,
555,p468_l15_o10,20v,neco,interficio,S22,F2,,,,79r,neco ,p468_l15_o10_a,int̃ficio,S22,F2,normal,,,
556,p468_l32_o04,20v,dico,dono,S22,F2,,,,79v,Dico ,,,,,,p468_l32_o04_a,S63,F2
557,p470_l09_o07,21v,glisco,cresco,S22,F2,,,,80r,Glisco ,p470_l09_o07_a,cresco,S22,F2,normal,p470_l09_o07_b,S63,F2
558,p470_l11_o06,21v,pasco,nutrio,S22,F2,,,,80r,pasco ,,,,,,p470_l11_o06_a,S63,F2
559,p470_l23_o05,22r,bacchor ,furo ł insanior,S22,F3,,,,80r,Bacchor ,p470_l23_o05_a,insanio,S22,F2,normal,p470_l23_o05_b,S63,F2
560,p471_l03_o08,22r,foedus,turpis,S22,F2,,,,80r,Fedus ,p471_l03_o08_a,turpis,S22,F2,normal,,,
561,p471_l26_o01,22v,trudo,impello ,S22,F2,,,,80r,Trudo ,p471_l26_o01_a,indudo,S22,F2,normal,,,
562,p476_l07_o09,25r,pango,,,,ille poematu pconpanpango oratius epistularum libro .i.concardus me fectc.,S72,F4,81v,pango ,p476_l07_o09_a,cõpono,S22,F2,normal,p476_l07_o09_b,S63,F2
563,p476_l12_o04,25r,purgo,a purg̃,S611,F3,,,,81v,purgo ,p476_l12_o04_a,mundo,S22,F2,normal,,,
