lemma_id,folio_VLO41,lemma_VLO41,gloss_VLO41,gloss_type_VLO41,gloss_form_VLO41,marginal_note_id_VLO41,marginal_note_type_VLO41,marginal_note_form_VLO41,folio_Bamberg,lemma_Bamberg,gloss_id,gloss_Bamberg,gloss_type_Bamberg,gloss_form_Bamberg,nature,marginal_note_id_Bamberg,marginal_note_type_Bamberg,marginal_note_form_Bamberg,page,folio,lemma,gloss_id_Latin7499,gloss,gloss_type,gloss_form,marginal_note_id,marginal_note_type,marginal_note_form
p456_l10_o09,09v,rupes,saxe,S22,F2,,,,74r,rupes ,p456_l10_o09_a,petrę,S22,F2,normal,,,,p456,79r,Rupes ,p456_l10_o09_a,petrę durisimę,S23,F3,p456_l10_o09_b,S23,F5
p456_l10_o11,09v,ambages,dubietates,S22,F2,,,,74r,Ambages ,p456_l10_o11_a,circutiones/ãfractus,S22,F3,normal,p456_l10_o11_b,S63,F2,p456,79r,Ambages ,p456_l10_o11_a,concertationes ł c̃flictiones ł dubitationes/circuitiones ł an/fractus,S22,F3,,,
p456_l16_o06-07,09v,in accidentib; ,in adiectiuis,S22,F3,,,,74r,accidentib; ,p456_l16_o06-07_a,adiectiuis,S22,F2,normal,,,,p456,79r,in accidentib; ,p456_l16_o06-07_a,÷ in adiectiuis,S22,F3,,,
p456_l17_o04,09v,uocabulis,nominib;,S22,F2,,,,74r,uocabulis ,p456_l17_o04_a,+(nominis?),S22,F2,shorthand,,,,p456,79r,uocabulis ,p456_l17_o04_a,Vocabulis ÷ nominib in una enĩ forma/.s. fiunt  istę diriuationes,S23,F4,,,
p456_l18_o07,09v,censura,res ad iudicatio,S23,F3,,,,74v,Censura ,p456_l18_o07_a,iudiciũ,S22,F2,normal,p456_l18_o07_b,S63,F2,p456,79r,censura. ,p456_l18_o07_a,iuditiũ iudicatio/ł̃ mensuratio,S22,F3,,,
p456_l18_o05,09v,litura,linitio,S22,F2,,,,74v,Litura ,p456_l18_o05_a,deletio ł planatio,S22,F2,normal,p456_l18_o05_b,S63,F2,p456,79r,Litura ,p456_l18_o05_a,planatura/ͣł planatio seu/deletio uni/uscuiusq rei,S23,F3,,,
p456_l20_o07,09v,adminiculo,ausilio,S22,F2,,,,74v,adminiculo ,p456_l20_o07_a,s̃ adium̃to,S22,F2,normal,,,,p456,79r,adminiculo ,p456_l20_o07_a,adium̃to/auxilio,S22,F3,p456_l20_o07_b,S53,F4
p457_l04_o06,10v,mere,iđ pure,S22,F2,,,,74v,merę ,p457_l04_o06_a,purae,S22,F2,normal,p457_l04_o06_b,S63,F2,p457,79v,merę ,p457_l04_o06_a,purę,S22,F2,,,
p457_l08_o02,10v,superuacua,suꝑflua,S22,F2,,,,74v,suꝑuacua ,p457_l08_o02_a,suꝑflua,S22,F2,normal,,,,p457,79v,suꝑuacua ,p457_l08_o02_a,suꝑflua,S22,F2,,,
p457_l10_o03,10v,clementia,misericordia,S22,F2,,,,74v,clem̃tia ,p457_l10_o03_a,misericordia,S22,F2,normal,,,,p457,79v,clementia ,p457_l10_o03_a,Benignitas,S22,F2,,,
p457_l10_o04,10v,sollertia,prudentia sagacitas,S22,F3,,,,74v,sollertia ,p457_l10_o04_a,sagacitas,S22,F2,normal,p457_l10_o04_b,S63,F2,p457,79v,Sollertia ,p457_l10_o04_a,sollicitudo,S22,F2,p457_l10_o04_b,S22,F3
p457_l11_o06,10v,seueritas,crudelitas,S22,F2,,,,74v,Seueritas ,p457_l11_o06_a,asperitas rigor,S22,F2,normal,,,,p457,79v,Seueritas ,p457_l11_o06_a,asperitas rigor/ł quasi seua ueritas,S25,F3,p457_l11_o06_b,S23,F4
p457_l16_o10,10v,fugo,repẽllo ac,S22,F2,,,,74v,fugo ,p457_l16_o10_a,+,S22,F2,normal,,,,p457,80r,Fugo ,p457_l16_o10_a,expello,S22,F2,p457_l16_o10_b,S23,F4
p457_l17_o02,10v,stillo,defluo,S22,F2,,,,74v,Stilla ,p457_l17_o02_a,gutta,S22,F2,normal,,,,p457,80r,Stilla ,p457_l17_o02_a,gutta,S22,F2,p457_l17_o02_b,S23,F5
p457_l17_o05,10v,stipulor,int̃rogo ł inꝗro spondeo,S22,F3,,,,74v,Stipula ,p457_l17_o05_a,fistuca,S22,F2,normal,p457_l17_o05_b,S63,F2,p457,80r,Stipula ,p457_l17_o05_a,qđ remanet pꝰ secationẽ messiũ,S23,F4,p457_l17_o05_b,S23,F4
p457_l18_o02,10v,trutina,libra eꝗ lanx,S23,F3,,,,74v,Trutina ,p457_l18_o02_a,lanx,S22,F2,normal,,,,p457,80r,Trutina ,p457_l18_o02_a,lanx ł m̃sura,S22,F3,,,
p457_l18_o03,10v,trutino,equo,S22,F2,,,,74v,trutino ,p457_l18_o03_a,pondero,S22,F2,normal,,,,p457,80r,Trutino ,p457_l18_o03_a,ęqualit̃ m̃suro/pondero coęquo,S22,F3,,,
p457_l18_o05,10v,machinor,molior fraudẽ g̃ deponens,S23,F3,,,,74v,Machina ,p457_l18_o05_a,ędificiũ,S222,F2,normal,p457_l18_o05_b,S63,F3,p457,80r,Machina ,p457_l18_o05_a,argum̃tũ/ędificium,S22,F3,p457_l18_o05_b,S22,F3
p457_l19_o02,10v,nundine,mercata pubica,S23,F3,,,,74v,Nundinę ,p457_l19_o02_a,mercatũ,S22,F2,normal,,,,p457,80r,Nundine ,p457_l19_o02_a,mercatũ ł mercationes ł anonis/semꝑ płtr ꝓ̃nuntiantur,S312,F4,,,
p457_l19_o03,10v,nundinor,mercator,S22,F2,,,,74v,nundinor ,p457_l19_o03_a,merchor,S22,F2,normal,,,,p457,80r,Nundinor ,p457_l19_o03_a,mercor,S22,F2,,,
p457_l20_o07,10v,quadra,qͣsi diuido,S22,F2,,,,75r,Quadra ,p457_l20_o07_a,dr̃ pars quadrata ł in q +++,S23,F4,normal,p457_l20_o07_b,S63,F2,p457,80r,Quadra ,p457_l20_o07_a,quadrangulũ,S22,F2,p457_l20_o07_b,S23,F4
p457_l21_o11,11r,multo,uindico punio,S22,F3,,,,75r,multo ,p457_l21_o11_a,c̃d̃ẽno,S22,F2,normal,p457_l21_o11_b,S63,F2,p457,80r,Multo ,p457_l21_o11_a,dãpno occido/condẽpno,S22,F3,,,
p457_l22_o03,11r,rixo,obiurgo,S22,F2,,,,75r,rixo ,p457_l22_o03_a,contendo,S22,F2,normal,,,,p457,80r,Rixo ,p457_l22_o03_a,contendo,S22,F2,,,
p457_l22_o05,11r,lixa,ł aqua/mercenarius,S22,F3,,,,75r,Lixa ,p457_l22_o05_a,seruus militũ s. mercenarius,S23,F3,normal,,,,p457,80r,Lixa ,p457_l22_o05_a,seruus militũ/siue mercenarius,S22,F3,p457_l22_o05_b,S23,F5
p457_l23_o02,11r,bachor,ł idem stomachorł irascor,S22,F3,,,,75r,bachor ,p457_l23_o02_a,sęuio,S22,F2,normal,,,,p457,80r,Bacchor ,p457_l23_o02_a,insanio seuio inde bacchus/appellat ᷑uinum,S24,F4,,,
p457_l26_o07,11r,prob;,idoneus strenuus sagax,S22,F3,,,,75r,probus ,p457_l26_o07_a,bonus +,S22,F3,normal,p457_l26_o07_b,S63,F2,p457,80r,ꝓbus ,p457_l26_o07_a,bonus ęquus/ꝑfectus,S22,F3,,,
p457_l26_o11,11r,opacus,spissus ũbrosus ,S22,F3,,,,75r,Opacus ,p457_l26_o11_a,densus,S22,F2,normal,p457_l26_o11_b,S63,F2,p457,80r,Opacus ,p457_l26_o11_a,spissus/densus,S22,F3,p457_l26_o11_b,S22,F3
p457_l27_o04,11r,amico,amititias cõpono,S23,F3,,,,75r,amico ,p457_l27_o04_a,++,S23,F3,shorthand,,,,p457,80r,Amico ,p457_l27_o04_a,amicũ fatio ł amicitiã c̃iungo,S23,F4,,,
p457_l27_o10,11r,fedus,turpis ,S22,F2,,,,75r,Foedus ,p457_l27_o10_a,turpis,S22,F2,normal,p457_l27_o10_b,S63,F2,p457,80r,Fedus ,p457_l27_o10_a,turpis,S22,F2,p457_l27_o10_b,S5,F5
p457_l28_o01,11r,foedo,amiciciã sig̃ne,S23,F3,,,,75r,Foedo ,p457_l28_o01_a,turpo,S22,F2,normal,,,,p457,80r,Fedo ,p457_l28_o01_a,putresco/turpo,S22,F3,p457_l28_o01_b,S5,F5
p457_l28_o04,11r,uagus,instans,S22,F2,,,,75r,Vagus ,p457_l28_o04_a,+,S22,F2,shorthand,p457_l28_o04_b,S63,F2,p457,80r,Vagus ,p457_l28_o04_a,instabilis,S22,F2,p457_l28_o04_b,S22,F3
p457_l28_o09,11r,pio,purgo,S22,F2,,,,75r,pio ,p457_l28_o09_a,mundo,S22,F2,normal,p457_l28_o09_b,S63,F3,p457,80r,Pio ,p457_l28_o09_a,purgo,S22,F2,,,
p457_l30_o06,11r,serenus,tranquillus,S22,F2,,,,75r,Serenꝰ ,p457_l30_o06_a,tranquillus ł mitis,S22,F3,normal,,,,p457,80r,Serenus ,p457_l30_o06_a,humilis tranquillus/mitis,S22,F3,,,
p457_l30_o10,11r,unas,ad,S611,F1,,,,75r,aduno ,p457_l30_o10_a,c̃iungo,S22,F2,normal,,,,p457,80r,Aduno ,p457_l30_o10_a,congrego c̃iungo,S22,F3,,,
p457_l31_o02,11r,hibernus,dr̃ ultima pars hiemis,S23,F4,,,,75r,Hibernꝰ ,p457_l31_o02_a,+++,S53,F4,shorthand,p457_l31_o02_b,S63,F2,p457,80r,Hibernus ,p457_l31_o02_a,hiemps,S22,F2,p457_l31_o02_b,S23,F5
p457_l32_o03,11r,obliquus,c̃tortus,S22,F2,,,,75r,Obliquus ,p457_l32_o03_a,curuus ł inclinatꝰ ++/inęqualis,S23,F4,shorthand,p457_l32_o03_b,S63,F2,p457,80r,Obliquus ,p457_l32_o03_a,curuus ꝓnus inclinatꝰ/ł descensus in ęqͣł,S23,F4,,,
p457_l33_o02,11r,ignarus,inscius,S22,F2,,,,75r,ignarꝰ ,p457_l33_o02_a,inscius,S22,F2,normal,,,,p457,80r,Ignarus ,p457_l33_o02_a,inscius,S22,F2,,,
p457_l33_o11,11r,dilato,ãplifico,S22,F2,,,,75r,delato ,p457_l33_o11_a,ãplifico,S22,F2,normal,p457_l33_o11_b,S22,F3,p457,80r,dilato ,p457_l33_o11_a,ãplifico,S22,F2,,,
p457_l34_o05,11r,apto,c̃iungo assotio,S22,F3,,,,75r,Apto ,p457_l34_o05_a,accõmodo,S22,F2,normal,,,,p457,80r,Apto ,p457_l34_o05_a,Accõmođ ł dignor,S22,F3,,,
p457_l34_o08,11r,sollicito,curã ago,S23,F4,,,,75r,Solllicito ,p457_l34_o08_a,curo,S22,F2,normal,,,,p457,80r,Sollicito ,p457_l34_o08_a,curo assiduo,S22,F3,,,
p457_l35_o01,11r,cruentus,atrox crudelus,S22,F3,,,,75r,Cruentꝰ ,p457_l35_o01_a,sangui nolentus,S23,F3,normal,,,,p457,80r,Cruentꝰ ,p457_l35_o01_a,a cruore/÷ crudelis/sanguino lentꝰ,S23,F3,,,
p457_l35_o05,11r,laxus,ñ bene c̃iuntus,S23,F3,,,,75r,Laxus ,p457_l35_o05_a,dimissus,S22,F2,normal,,,,p457,80r,Laxus ,p457_l35_o05_a,dimissus solutꝰ/dissolutꝰ,S22,F3,,,
p457_l35_o06,11r,laxo,relinquo,S22,F2,,,,75r,Laxo ,p457_l35_o06_a,dimitto,S22,F2,normal,p457_l35_o06_b,S63,F2,p457,80r,Laxo ,p457_l35_o06_a,dimitto dissoluo,S22,F3,,,
p457_l35_o09,11r,uiduus,quasi diuisus/a muliere,S23,F3,,,,75r,Viduus ,p457_l35_o09_a,desertus,S22,F2,normal,p457_l35_o09_b,S63,F2,p457,80r,Viduus ,p457_l35_o09_a,derertꝰ,S22,F2,,,
p458_l01_o05,11r,fixis,dr̃ stabilis,S22,F4,,,,75r,fixis ,p458_l01_o05_a,sb̶ nominib (fiunt uerba?),S53,F4,shorthand,p458_l01_o05_b,S63,F2,p458,80r,fixis ,p458_l01_o05_a,s. nõib; fi/unt uerba,S53,F3,,,
p458_l02_o10,11r,stimulo,pungo,S22,F2,,,,75r,Stimulo ,p458_l02_o10_a,incito,S22,F2,normal,,,,p458,80r,Stimulo ,p458_l02_o10_a,pungo incito,S22,F3,,,
p458_l03_o06,11r,terminus,finis meta,S22,F3,,,,75r,T̃minꝰ ,p458_l03_o06_a,finis,S22,F2,normal,,,,p458,80r,Terminꝰ ,p458_l03_o06_a,finis meta,S22,F3,,,
p458_l02_o02,11r,grecor,more grecorũ ago,S23,F4,,,,75r,gręcor ,p458_l02_o02_a,grece loquor,S23,F4,normal,,,,p458,80r,Grecor ,p458_l02_o02_a,more greco loquor,S23,F4,,,
p458_l02_o05,11r,uulgus,multitudo ho/minum,S23,F3,,,,75r,Vulgus ,p458_l02_o05_a,populus insipiens,S23,F3,normal,,,,p458,80r,Vulgꝰ ,p458_l02_o05_a,populus/insipiens,S22,F3,p458_l02_o05_b,S23,F5
p458_l02_o06,11r,uulgo,manifesto,S22,F2,,,,75r,Vulgo ,,,,,,p458_l02_o06_a,S63,F3,p458,80r,Vulgo ,p458_l02_o06_a,diffamo,S22,F2,,,
p458_l03_o10,11r,perenno,toto anno inopere persisto,S23,F4,,,,75r,ꝑenno ,p458_l03_o10_a,ꝓtelo,S22,F2,normal,p458_l03_o10_b,S63,F2,p458,80v,ꝑenno ,p458_l03_o10_a,ꝑmaneo p unũ annũ ł moror/ꝑ annos/ꝓtelo,S23,F4,,,
p458_l05_o07,11r,stomachor,irascor /ł  insanio,S22,F3,,,,75r,Stomachor ,p458_l05_o07_a,irascor,S22,F2,normal,p458_l05_o07_b,S63,F2,p458,80v,Stomachor ,p458_l05_o07_a, maxime in stomacho/fit ira ł letitia/os uentris/irascor,S23,F4,,,
p458_l06_o06,11r,libũ,sacrificͥũ,S22,F2,,,,75r,Libũ ,p458_l06_o06_a,libam̃/p̃gustatio,S22,F3,normal,p458_l06_o06_b,S4181,F4,p458,80v,Libũ ,p458_l06_o06_a,sacrificiũ p̃gusto,S22,F3,p458_l06_o06_b,S4181,F5
p458_l06_o13,11r,colum,ubi lac mundatur,S23,F4,,,,75r,Colũ ,p458_l06_o13_a,anus,S22,F2,normal,p458_l06_o13_b,S63,F3,p458,80v,Colũ ,p458_l06_o13_a,instrum̃tũ unde/colat᷑ lac ł uinũ,S23,F4,p458_l06_o13_b,S23,F5
p458_l07_o06,11v,peculiũ,pro onum substantia ponitur,S23,F4,,,,75r,Peculiũ ,p458_l07_o06_a,possessio ++,S22,F3,shorthand,p458_l07_o06_b,S63,F2,p458,80v,Peculiũ ,p458_l07_o06_a,ꝓpͥa possessio,S23,F3,p458_l07_o06_b,S23,F4
p458_l07_o07,11v,peculior,peculiã aufero,S23,F4,,,,75r,depeculor ,p458_l07_o07_a,deuasto,S22,F2,normal,,,,p458,80v,depeculior ,p458_l07_o07_a,aufero diuitias tuas a te/deuasto,S23,F4,,,
p458_l08_o09,11v,armo,accingo,S22,F2,,,,75r,armo ,,,,,,,,,p458,80v,arma ,,,,,p458_l08_o09_a,S312,F4
p458_l08_o12,11v,stagnũ,aqua q; ñ decurritur,S23,F4,,,,75r,Stagnũ ,p458_l08_o12_a,genꝰ m&alli & dr̃ lacꝰ +++,S23,F4,normal,p458_l08_o12_b,S63,F2,p458,80v,Stagnũ ,p458_l08_o12_a,Genus metalli ł lacus qͥ ñ currit a stando dictꝰ,S23,F4,,,
p458_l11_o03,11v,liber,ingenuus,S22,F2,,,,75r,liber ,p458_l11_o03_a,ingenuus / filius,S22,F3,normal,,,,p458,80v,Liber ,p458_l11_o03_a,ingenuus/nobilis si/ue filius,S22,F3,,,
p458_l11_o04,11v,libero,eripio,S22,F2,,,,75r,libero ,p458_l11_o04_a,liberũ facio/eripio,S23,F4,normal,,,,p458,80v,Libero ,p458_l11_o04_a,liberũ fatio/ł eripio,S23,F4,,,
p458_l11_o06,11v,sacer,sc̃r,S22,F2,,,,75r,Sacer ,p458_l11_o06_a,sc̃s,S22,F2,normal,,,,p458,80v,Sacer ,p458_l11_o06_a,sc̃s purꝰ,S22,F3,,,
p458_l11_o07,11v,sacro,scĩfico,S22,F2,,,,75r,sacro ,,,,,,p458_l11_o07_a,S63,F2,p458,80v,Sacro ,p458_l11_o07_a,sc̃ifico,S22,F2,,,
p458_l11_o11,11v,peragro,incedo,S22,F2,,,,75r,ꝑagro ,p458_l11_o11_a,ꝑlustro,S22,F2,normal,,,,p458,80v,ꝑagro ,p458_l11_o11_a,ꝑagro suado/seu ꝑlustro,S22,F3,,,
p458_l12_o05,11v,miseror,acõ,S22,F2,,,,75r,miseror ,p458_l12_o05_a,++++,S333,F4,shorthand,p458_l12_o05_b,S63,F2,p458,80v,Miseror ,p458_l12_o05_a,deponens uerbũ & trahit acc̃m casũ/gñmt casũ regit : Misereo fuit ap̃ antiquos. quo uerbo ñ utim᷑ nunc  gñm casũ reꝗrit,S412,F5,,,
p458_l14_o01,11v,saturo,satio,S22,F2,,,,75r,Saturo ,p458_l14_o01_a,satio,S22,F2,normal,,,,p458,80v,Saturo ,p458_l14_o01_a,satio,S22,F2,,,
p458_l17_o05,11v,contio,coadunatio,S22,F2,,,,75r,contio ,p458_l17_o05_a,multitudo ++,S23,F3,normal,p458_l17_o05_b,S63,F2,p458,80v,contio ,p458_l17_o05_a,plebs multitudo/populi,S22,F3,,,
p458_l17_o07,11v,contionor,multitudini alloquor,S23,F3,,,,75r,Ctionor ,p458_l17_o07_a,c̃tionẽ alloquor,S23,F4,normal,p458_l17_o07_b,S63,F2,p458,80v,contionor ,p458_l17_o07_a,contionem/alloquor/eloquent̃ loquor/in foro ł in  placito ser es catalogꝰ,S23,F4,,,
p458_l18_o01,11v,ordino,dispono,S22,F2,,,,75r,Ordino ,p458_l18_o01_a,+,S22,F2,shorthand,,,,p458,80v,Ordino ,p458_l18_o01_a,orno,S22,F2,,,
p458_l19_o13,11v,exulo,extra solũ eitio,S25,F3,,,,75r,exulo ,p458_l19_o13_a,peregrinor,S22,F2,normal,,,,p458,80v,Exulo ,p458_l19_o13_a,exita/solũ ua/do ÷/pere/grino,S23,F4,,,
p458_l21_o05,11v,uber,habundans,S22,F2,,,,75r,Vber ,p458_l21_o05_a,copiosus,S22,F2,normal,,,,p458,80v,Vber ,p458_l21_o05_a,copiosꝰ,S22,F2,p458_l21_o05_b,S5,F5
p458_l21_o06,11v,ubero, abundo,S22,F2,,,,75r,exubero ,p458_l21_o06_a,abundo,S22,F2,normal,,,,p458,80v,Exubero ,p458_l21_o06_a,habundo,S22,F2,,,
p458_l21_o08,11v,agger,tumultus,S22,F2,,,,75r,Agger ,p458_l21_o08_a,cumulus t̃rę,S23,F3,normal,,,,p458,80v,Agger ,p458_l21_o08_a,anger uinculũ/cumulus t̃rę,S23,F3,,,
p458_l21_o09,11v,agero, c̃grego,S22,F2,,,,75r,aggero ,p458_l21_o09_a,accumulo,S22,F2,normal,,,,p458,80v,Aggero ,p458_l21_o09_a,c̃grego accumulo,S22,F3,,,
p458_l23_o09,11v,robur,fortitudo,S22,F2,,,,75r,Robur ,p458_l23_o09_a,uirtus,S22,F2,normal,p458_l23_o09_b,S63,F2,p458,80v,Robur ,p458_l23_o09_a,uirtꝰ ł quertꝰ,S22,F3,p458_l23_o09_b,S22,F3
p458_l23_o10,11v,roboro,c̃firmo,S22,F2,,,,75r,roboro ,p458_l23_o10_a,firmo,S22,F2,normal,,,,p458,80v,Roboro ,p458_l23_o10_a,firmo c̃fortor,S22,F3,p458_l23_o10_b,S22,F3
p458_l25_o06,11v,nugas,uanꝰ / ł inutilis /recedens a lege,S23,F3,,,,75r,nugas ,p458_l25_o06_a,turpis,S22,F2,normal,p458_l25_o06_b,S63,F2,p458,80v,Nugas ,p458_l25_o06_a,uanꝰ mał t᷑pis piger,S22,F3,,,
p458_l25_o08,11v,nugor,efecero desitio de(cur)so,S22,F3,,,,75r,nugor ,,,,,,p458_l25_o08_a,S63,F2,p458,80v,Nur̶gor ,p458_l25_o08_a,uilesco det᷑por,S22,F3,,,
p458_l26_o01,11v,uas ,fideiussor,S22,F2,,,,75r,Vas ,p458_l26_o01_a,(qđ rustice dr̃) uuatges,S21,F4,normal,,,,p458,80v,Vas ,p458_l26_o01_a,qđ rustice dr̃/uuatges dicr̃ aut̃/uades coqđ illis datis,S21,F4,p458_l26_o01_b,S23,F5
p458_l26_o07,11v,aries,aliquantã machinã,S222,F3,,,,75r,aries ,p458_l26_o07_a,+,S23,F4,shorthand,,,,p458,80v,Aries ,p458_l26_o07_a,princeps/gregis,S23,F3,p458_l26_o07_b,S23,F3
p458_l27_o02,11v,comitor,simul /tecũ ꝑergo,S23,F3,,,,75r,comitor ,p458_l27_o02_a,subsequor,S22,F2,normal,,,,p458,80v,comitor ,p458_l27_o02_a,tecũ uado ł subsequor,S23,F4,,,
p458_l27_o05,11v,sedo,pacifico,S22,F2,,,,75r,sedo ,p458_l27_o05_a,mitigo/placo,S22,F3,normal,p458_l27_o05_b,S63,F2,p458,80v,Sedo ,p458_l27_o05_a,mitigo placo/sereno fecundo,S22,F3,,,
p458_l27_o07,11v,locuples,diues copios,S22,F3,,,,75r,Locuples ,p458_l27_o07_a,diues,S22,F2,normal,p458_l27_o07_b,S63,F2,p458,80v,Locuples ,p458_l27_o07_a,diues ł locꝰ plenus diuitias,S23,F3,,,
p458_l27_o08,11v,locuplo,habundo,S22,F2,,,,75r,Locup&to ,p458_l27_o08_a,diues efficio dito,S23,F3,normal,,,,p458,80v,Locupleto ,p458_l27_o08_a,abundo ex diuitiis,S23,F4,,,
p458_l28_o04,12r,heredo,hereditatẽ aufero,S54,F3,,,,75r,Exheredo ,p458_l28_o04_a,++++,S23,F4,shorthand,,,,p458,81r,Exhęredo ,p458_l28_o04_a,extra hęreditatẽ facio ł hęre/ditatem alicuius aufero,S23,F4,,,
p458_l28_o10,12r,turpo,fodo deformo,S22,F3,,,,75r,turpo ,p458_l28_o10_a,fedo,S22,F2,normal,,,,p458,81r,Turpo ,p458_l28_o10_a,fedo de/formo,S22,F3,,,
p458_l29_o03,12r,tenuo,minuo,S22,F2,,,,75r,tenuo ,,,,,,p458_l29_o03_a,S63,F2,p458,81r,Tenuo ,p458_l29_o03_a,gracił effitior,S23,F4,,,
p458_l29_o05,12r,tristis,Dolens / mestus,S22,F3,,,,75r,Tristis ,p458_l29_o05_a,merens,S22,F2,normal,,,,p458,81r,Tristis ,p458_l29_o05_a,Mestꝰ/męrens,S22,F3,,,
p458_l29_o09,12r,testor,confirmo,S22,F2,,,,75r,detestor ,p458_l29_o09_a,abominor,S22,F2,normal,,,,p458,81r,testor ,p458_l29_o09_a,iuro inde detestor ÷ ab hominor,S54,F3,,,
p458_l31_o02,12r,decus,uentus /honor,S22,F3,,,,75r,Decus ,p458_l31_o02_a,honor,S22,F2,normal,,,,p458,81r,decus ,p458_l31_o02_a,honor,S22,F2,p458_l31_o02_b,S22,F4
p458_l31_o03,12r,decoro,orno /uenusto,S22,F3,,,,75r,decoro ,p458_l31_o03_a,orno,S22,F2,normal,,,,p458,81r,Decoro ,p458_l31_o03_a,orno,S22,F2,,,
p458_l31_o05,12r,ulcus,dicitur qđ ex carne ꝓcedit ut scabies sanies,S23,F4,,,,75r,Vlcus ,,,,,,p458_l31_o05_a,S23,F4,p458,81r,Vlcus ,p458_l31_o05_a,cicatrix/uestigiũ/uulneris,S22,F3,p458_l31_o05_b,S23,F5
p458_l31_o08,12r,pondus,honus m̃surae,S23,F3,,,,75r,Pondus ,p458_l31_o08_a,onus,S22,F2,normal,,,,p458,81r,Pondus ,p458_l31_o08_a,honꝰ mensura,S22,F3,,,
p458_l31_o09,12r,pondero,libro equo,S23,F3,,,,75r,pondero ,p458_l31_o09_a,onero,S22,F2,normal,,,,p458,81r,Pondero ,p458_l31_o09_a,onero m̃suro,S22,F3,,,
p458_l32_o05,12r,munus,qͣsi munus tribuo,S23,F3,,,,75r,Munus ,p458_l32_o05_a,donũ,S22,F2,normal,,,,p458,81r,Munus ,p458_l32_o05_a,donũ,S22,F2,,,
p459_l01_o06,12r,fraus,dr̃ furtũ deceptio,S22,F3,,,,75v,Fraus ,p459_l01_o06_a,deceptio,S22,F2,normal,,,,p459,81r,Fraus ,p459_l01_o06_a,deceptio,S22,F2,,,
p459_l02_o01,12r,nex,mors int̃emptio,S22,F3,,,,75v,Nex ,p459_l02_o01_a,mors,S22,F2,normal,p459_l02_o01_b,S63,F3,p459,81r,Nex ,p459_l02_o01_a,mors supplicium,S22,F3,,,
p459_l02_o05,12r,uindex,ultor,S22,F2,,,,75v,Vindex ,p459_l02_o05_a,ultor,S22,F2,normal,,,,p459,81r,Vindex  ,p459_l02_o05_a,ꝗ uindicat/defensor ultor,S23,F4,,,
p459_l02_o07,12r,uindico,punio /ulciscor,S22,F3,,,,75v,uindico ,p459_l02_o07_a,ulciscor,S22,F2,normal,,,,p459,81r,Vindico ,p459_l02_o07_a,ulciscor/defendo,S22,F3,,,
p459_l03_o01,12r,remex,nauigator ,S22,F2,,,,75v,Remex ,p459_l03_o01_a,gub̶nator nauiũ,S23,F3,normal,,,,p459,81r,Remex  ,p459_l03_o01_a,gubernator nauiũ,S23,F3,p459_l03_o01_b,S23,F4
p459_l03_o05,12r,lego ,dispono astruo c̃firmo,S22,F3,,,,75v,lego ,p459_l03_o05_a,legẽ facio +++,S23,F4,shorthand,p459_l03_o05_b,S63,F2,p459,81r,Lego  ,p459_l03_o05_a,leges cõpono/ł legationẽ mitto,S23,F4,,,
p459_l03_o08,12r,eradico,euełło,S52,F2,,,,75v,radico ,p459_l03_o08_a,fundo,S22,F2,normal,p459_l03_o08_b,S63,F2,p459,81r,Radico ,p459_l03_o08_a,fundo,S22,F2,,,
p459_l04_o02,12r,cornicor,inanit̃ loquor ł garrio / more cornicis,S23,F3,,,,75v,cornicor ,p459_l04_o02_a,inanit̃ loquor,S23,F4,normal,,,,p459,81r,Cornicor ,p459_l04_o02_a,inepte loquor/ł more cornicis loquor/ Garrio,S23,F4,,,
p459_l04_o09,12r,pernocto,peruigilo,S22,F2,,,,75v,ꝑnocto ,p459_l04_o09_a,ꝑuigilo,S22,F2,normal,p459_l04_o09_b,S63,F2,p459,81r,ꝑnocto ,p459_l04_o09_a,ꝑugilo seu ꝑ noctẽ/uigilo,S23,F4,,,
p459_l05_o01,12r,mercs,lucrũ,S22,F2,,,,75v,Merx ,p459_l05_o01_a,mercimoniũ,S22,F2,normal,p459_l05_o01_b,S63,F2,p459,81r,Merx ,p459_l05_o01_a,mercimoniũ dr̃ ille merx ꝗ uenditur & õ/paratur,S23,F4,,,
p459_l05_o09,12r,p̃ceps,impello ,S22,F2,,,,75v,Pręceps ,p459_l05_o09_a,p̃cipiciũ,S22,F2,normal,p459_l05_o09_b,S63,F2,p459,81r,Pręceps ,p459_l05_o09_a,ꝓnꝰ,S22,F2,p459_l05_o09_b,S4181,F5
p459_l07_o07,12r,aestuo,ebullio ł tardeo,S22,F3,,,,75v,ęstuo ,p459_l07_o07_a,caleo,S22,F2,normal,,,,p459,81r,ęstuo ,p459_l07_o07_a,ardeo caleo/ferueo,S22,F3,,,
p459_l08_o01,12r,tumultus,quasi timor multꝰ,S54,F3,,,,75v,Tumultꝰ ,p459_l08_o01_a,(quasi timor)? multꝰ,S22,F3,shorthand,p459_l08_o01_b,S63,F2,p459,81r,Tumultꝰ ,p459_l08_o01_a,Tumultus dr̃ qͣsi/timor multus,S23,F4,,,
p459_l08_o02,12r,tumultuo,c̃tendo,S22,F2,,,,75v,tumultuor ,p459_l08_o02_a,tumultũ facio,S25,F4,normal,,,,p459,81r,Tumultuor ,p459_l08_o02_a,tumultũ facio ÷ sonitũ,S23,F4,,,
