folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,nature,marginal_note_id,marginal_note_type,marginal_note_form
75r,p458_l01_o05,fixis ,p458_l01_o05_a,sb̶ nominib (fiunt uerba?),S53,F4,shorthand,p458_l01_o05_b,S63,F2
75r,p458_l01_o08,Loco ,,,,,,,,
75r,p458_l01_o11,Suffoco ,p458_l01_o11_a,strangulo,S22,F2,normal,p458_l01_o11_b,S54,F4
75r,p458_l02_o02,gręcor ,p458_l02_o02_a,grece loquor,S23,F4,normal,,,
75r,p458_l02_o05,Vulgus ,p458_l02_o05_a,populus insipiens,S23,F3,normal,,,
75r,p458_l02_o06,Vulgo ,,,,,,p458_l02_o06_a,S63,F3
75r,p458_l02_o10,Stimulo ,p458_l02_o10_a,incito,S22,F2,normal,,,
75r,p458_l03_o06,T̃minꝰ ,p458_l03_o06_a,finis,S22,F2,normal,,,
75r,p458_l03_o10,ꝑenno ,p458_l03_o10_a,ꝓtelo,S22,F2,normal,p458_l03_o10_b,S63,F2
75r,p458_l05_o01,Diriuo ,p458_l05_o01_a,deduco,S22,F2,normal,p458_l05_o01_b,S63,F2
75r,p458_l05_o06,Stomacus ,p458_l05_o06_a,os uentris,S23,F3,normal,,,
75r,p458_l05_o07,Stomachor ,p458_l05_o07_a,irascor,S22,F2,normal,p458_l05_o07_b,S63,F2
75r,p458_l06_o02,neutris ,p458_l06_o02_a,+,S53,F2,shorthand,p458_l06_o02_b,S63,F2
75r,p458_l06_o06,Libũ ,p458_l06_o06_a,libam̃/p̃gustatio,S22,F3,normal,p458_l06_o06_b,S4181,F4
75r,p458_l06_o07,libo ,p458_l06_o07_a,sacrifico/p̃gusto,S22,F3,normal,,,
75r,p458_l06_o11,uelo ,p458_l06_o11_a,operio,S22,F2,normal,,,
75r,p458_l06_o13,Colũ ,p458_l06_o13_a,anus,S22,F2,normal,p458_l06_o13_b,S63,F3
75r,p458_l07_o06,Peculiũ ,p458_l07_o06_a,possessio ++,S22,F3,shorthand,p458_l07_o06_b,S63,F2
75r,p458_l07_o07,depeculor ,p458_l07_o07_a,deuasto,S22,F2,normal,,,
75r,p458_l08_o09,armo ,,,,,,,,
75r,p458_l08_o12,Stagnũ ,p458_l08_o12_a,genꝰ m&alli & dr̃ lacꝰ +++,S23,F4,normal,p458_l08_o12_b,S63,F2
75r,p458_l09_o03,regno ,p458_l09_o03_a,gub̶no,S22,F2,normal,,,
75r,p458_l09_o06,signo ,p458_l09_o06_a,noto,S22,F2,normal,,,
75r,p458_l10_o01-02,IN .er. ,,,,,,p458_l10_o01-02_a,S63,F2
75r,p458_l10_o06,scđę ,p458_l10_o06_a,sb̶ decłins,S53,F2,normal,,,
75r,p458_l11_o03,liber ,p458_l11_o03_a,ingenuus / filius,S22,F3,normal,,,
75r,p458_l11_o04,libero ,p458_l11_o04_a,liberũ facio/eripio,S23,F4,normal,,,
75r,p458_l11_o06,Sacer ,p458_l11_o06_a,sc̃s,S22,F2,normal,,,
75r,p458_l11_o07,sacro ,,,,,,p458_l11_o07_a,S63,F2
75r,p458_l11_o11,ꝑagro ,p458_l11_o11_a,ꝑlustro,S22,F2,normal,,,
75r,p458_l12_o01,integer ,,,,,,p458_l12_o01_a,S63,F2
75r,p458_l12_o05,miseror ,p458_l12_o05_a,++++,S333,F4,shorthand,p458_l12_o05_b,S63,F2
75r,p458_l12_o08,Misereor ,p458_l12_o08_a,+++,S23,F4,normal,,,
75r,p458_l13_o09,Satur ,p458_l13_o09_a,acutꝰ,S22,F2,normal,,,
75r,p458_l14_o01,Saturo ,p458_l14_o01_a,satio,S22,F2,normal,,,
75r,p458_l15_o01-02,A t̃tię ,,,,,,p458_l15_o01-02_a,S63,F3
75r,p458_l15_o08,exceptionib; ,p458_l15_o08_a,+++,S53,F4,normal,,,
75r,p458_l17_o05,contio ,p458_l17_o05_a,multitudo ++,S23,F3,normal,p458_l17_o05_b,S63,F2
75r,p458_l17_o07,Ctionor ,p458_l17_o07_a,c̃tionẽ alloquor,S23,F4,normal,p458_l17_o07_b,S63,F2
75r,p458_l17_o09,Ordo ,p458_l17_o09_a,series,S22,F2,normal,,,
75r,p458_l18_o01,Ordino ,p458_l18_o01_a,+,S22,F2,shorthand,,,
75r,p458_l18_o03,Virgo ,p458_l18_o03_a,castus ł casta,S22,F3,normal,,,
75r,p458_l18_o05,deuirgino ,p458_l18_o05_a,+,S22,F2,shorthand,p458_l18_o05_b,S63,F2
75r,p458_l19_o03,lacto ,p458_l19_o03_a,decipio (alo nutrio siue lac?) do,S23,F4,normal,p458_l19_o03_b,S63,F2
75r,p458_l19_o05-06,In .l. ,,,,,,p458_l19_o05-06_a,S63,F2
75r,p458_l19_o08,uigil ,p458_l19_o08_a,custos,S22,F2,normal,,,
75r,p458_l19_o12,Exsul ,p458_l19_o12_a,peregrinꝰ,S22,F2,normal,,,
75r,p458_l19_o13,exulo ,p458_l19_o13_a,peregrinor,S22,F2,normal,,,
75r,p458_l20_o11-12,In.er. ,,,,,,p458_l20_o11-12_a,S63,F2
75r,p458_l21_o02,uerber ,p458_l21_o02_a,flagellũ,S22,F2,normal,p458_l21_o02_b,S63,F2
75r,p458_l21_o03,uerbero ,p458_l21_o03_a,flagello,S22,F2,normal,,,
75r,p458_l21_o05,Vber ,p458_l21_o05_a,copiosus,S22,F2,normal,,,
75r,p458_l21_o06,exubero ,p458_l21_o06_a,abundo,S22,F2,normal,,,
75r,p458_l21_o08,Agger ,p458_l21_o08_a,cumulus t̃rę,S23,F3,normal,,,
75r,p458_l21_o09,aggero ,p458_l21_o09_a,accumulo,S22,F2,normal,,,
75r,p458_l22_o03,itero ,p458_l22_o03_a,rep&o,S22,F2,normal,p458_l22_o03_b,S63,F2
75r,p458_l22_o07,labor ,p458_l22_o07_a,poena,S22,F2,normal,,,
75r,p458_l22_o10,Vapor ,p458_l22_o10_a,fumus,S22,F2,normal,p458_l22_o10_b,S63,F2
75r,p458_l22_o11,uaporo ,p458_l22_o11_a,uaporẽ (facio)?,S23,F4,normal,,,
75r,p458_l23_o02,memoro ,p458_l23_o02_a,recordor,S22,F2,normal,,,
75r,p458_l23_o09,Robur ,p458_l23_o09_a,uirtus,S22,F2,normal,p458_l23_o09_b,S63,F2
75r,p458_l23_o10,roboro ,p458_l23_o10_a,firmo,S22,F2,normal,,,
75r,p458_l24_o05,Murmur ,,,,,,p458_l24_o05_a,S63,F2
75r,p458_l24_o09,auguro ,p458_l24_o09_a,auguriis (facio)?,S23,F4,normal,,,
75r,p458_l25_o06,nugas ,p458_l25_o06_a,turpis,S22,F2,normal,p458_l25_o06_b,S63,F2
75r,p458_l25_o08,nugor ,,,,,,p458_l25_o08_a,S63,F2
75r,p458_l26_o01,Vas ,p458_l26_o01_a,(qđ rustice dr̃) uuatges,S21,F4,normal,,,
75r,p458_l26_o03,Vador ,p458_l26_o03_a,+++ transeo,S22,F3,shorthand,p458_l26_o03_b,S63,F2
75r,p458_l26_o07,aries ,p458_l26_o07_a,+,S23,F4,shorthand,,,
75r,p458_l26_o10,Miles ,p458_l26_o10_a,tiro,S554,F2,normal,p458_l26_o10_b,S63,F2
75r,p458_l26_o11,milito ,p458_l26_o11_a,pugno,S22,F2,normal,,,
75r,p458_l27_o02,comitor ,p458_l27_o02_a,subsequor,S22,F2,normal,,,
75r,p458_l27_o05,sedo ,p458_l27_o05_a,mitigo/placo,S22,F3,normal,p458_l27_o05_b,S63,F2
75r,p458_l27_o07,Locuples ,p458_l27_o07_a,diues,S22,F2,normal,p458_l27_o07_b,S63,F2
75r,p458_l27_o08,Locup&to ,p458_l27_o08_a,diues efficio dito,S23,F3,normal,,,
75r,p458_l28_o04,Exheredo ,p458_l28_o04_a,++++,S23,F4,shorthand,,,
75r,p458_l28_o06-07,in .is. ,,,,,,p458_l28_o06-07_a,S63,F2
75r,p458_l28_o09,turpis ,p458_l28_o09_a,fedus,S22,F2,normal,,,
75r,p458_l28_o10,turpo ,p458_l28_o10_a,fedo,S22,F2,normal,,,
75r,p458_l29_o03,tenuo ,,,,,,p458_l29_o03_a,S63,F2
75r,p458_l29_o05,Tristis ,p458_l29_o05_a,merens,S22,F2,normal,,,
75r,p458_l29_o09,detestor ,p458_l29_o09_a,abominor,S22,F2,normal,,,
75r,p458_l30_o01-02,in .os. ,,,,,,p458_l30_o01-02_a,S63,F2
75r,p458_l30_o03,oro ,p458_l30_o03_a,p̃cor,S22,F2,normal,,,
75r,p458_l30_o07,Ros ,,,,,,p458_l30_o07_a,S63,F2
75r,p458_l30_o08,roro ,p458_l30_o08_a,rorẽ (facio)?,S23,F2,shorthand,,,
75r,p458_l31_o01,In .us.  ,,,,,,p458_l31_o01_a,S63,F3
75r,p458_l31_o02,Decus ,p458_l31_o02_a,honor,S22,F2,normal,,,
75r,p458_l31_o03,decoro ,p458_l31_o03_a,orno,S22,F2,normal,,,
75r,p458_l31_o05,Vlcus ,,,,,,p458_l31_o05_a,S23,F4
75r,p458_l31_o08,Pondus ,p458_l31_o08_a,onus,S22,F2,normal,,,
75r,p458_l31_o09,pondero ,p458_l31_o09_a,onero,S22,F2,normal,,,
75r,p458_l32_o02,Olus ,p458_l32_o02_a,herba,S222,F2,normal,,,
75r,p458_l32_o03,olero ,p458_l32_o03_a,olera plaNTo,S23,F4,normal,,,
75r,p458_l32_o05,Munus ,p458_l32_o05_a,donũ,S22,F2,normal,,,
75r,p458_l32_o08,Aes ,p458_l32_o08_a,genus m&alli,S222,F3,normal,,,
75r,p458_l32_o10,ęro ,p458_l32_o10_a,ęs facio +,S23,F4,normal,p458_l32_o10_b,S63,F2
75v,p459_l01_o06,Fraus ,p459_l01_o06_a,deceptio,S22,F2,normal,,,
75v,p459_l01_o10,paco ,p459_l01_o10_a,pacifico,S22,F2,normal,,,
75v,p459_l02_o01,Nex ,p459_l02_o01_a,mors,S22,F2,normal,p459_l02_o01_b,S63,F3
75v,p459_l02_o03,neco ,p459_l02_o03_a,int̃ficio,S22,F2,normal,,,
75v,p459_l02_o05,Vindex ,p459_l02_o05_a,ultor,S22,F2,normal,,,
75v,p459_l02_o07,uindico ,p459_l02_o07_a,ulciscor,S22,F2,normal,,,
75v,p459_l02_o09,iudex ,p459_l02_o09_a,arbiter,S22,F2,normal,,,
75v,p459_l03_o01,Remex ,p459_l03_o01_a,gub̶nator nauiũ,S23,F3,normal,,,
75v,p459_l03_o04,Lex ,p459_l03_o04_a,ius,S22,F2,normal,,,
75v,p459_l03_o05,lego ,p459_l03_o05_a,legẽ facio +++,S23,F4,shorthand,p459_l03_o05_b,S63,F2
75v,p459_l03_o08,radico ,p459_l03_o08_a,fundo,S22,F2,normal,p459_l03_o08_b,S63,F2
75v,p459_l04_o01,Cornix ,p459_l04_o01_a,genꝰ auis,S222,F3,normal,,,
75v,p459_l04_o02,cornicor ,p459_l04_o02_a,inanit̃ loquor,S23,F4,normal,,,
75v,p459_l04_o05,uoco ,p459_l04_o05_a,appello,S22,F2,normal,,,
75v,p459_l04_o07,Pernox ,p459_l04_o07_a,ꝑuigil,S22,F2,normal,,,
75v,p459_l04_o09,ꝑnocto ,p459_l04_o09_a,ꝑuigilo,S22,F2,normal,p459_l04_o09_b,S63,F2
75v,p459_l05_o01,Merx ,p459_l05_o01_a,mercimoniũ,S22,F2,normal,p459_l05_o01_b,S63,F2
75v,p459_l05_o03,Mercor ,p459_l05_o03_a,cõparo,S22,F2,normal,,,
75v,p459_l05_o05,Hiemps ,p459_l05_o05_a,unũ ex IIII tẽporib,S222,F3,normal,,,
75v,p459_l05_o09,Pręceps ,p459_l05_o09_a,p̃cipiciũ,S22,F2,normal,p459_l05_o09_b,S63,F2
75v,p459_l05_o10,pręcipito ,p459_l05_o10_a,+++,S23,F4,normal,,,
75v,p459_l07_o06,ęstus ,p459_l07_o06_a,calor,S22,F2,normal,,,
75v,p459_l07_o07,ęstuo ,p459_l07_o07_a,caleo,S22,F2,normal,,,
75v,p459_l07_o11,fluctuo ,p459_l07_o11_a,titubo,S22,F2,normal,,,
75v,p459_l08_o01,Tumultꝰ ,p459_l08_o01_a,(quasi timor)? multꝰ,S22,F3,shorthand,p459_l08_o01_b,S63,F2
75v,p459_l08_o02,tumultuor ,p459_l08_o02_a,tumultũ facio,S25,F4,normal,,,
75v,p459_l08_o05-06,gelo -las. ,,,,,,p459_l08_o05-06_a,S63,F2
75v,p459_l08_o07-08,In .es.  ,,,,,,p459_l08_o07-08_a,S63,F2
75v,p459_l08_o10,Rabies ,p459_l08_o10_a,am̃tia insania,S22,F3,normal,p459_l08_o10_b,S63,F2
75v,p459_l09_o03,Macies ,p459_l09_o03_a,macredo,S22,F2,normal,,,
75v,p459_l09_o07,macero ,p459_l09_o07_a,affligo crucio,S22,F3,normal,,,
75v,p459_l13_o03,nisus ,p459_l13_o03_a,conam̃,S22,F2,normal,p459_l13_o03_b,S63,F3
75v,p459_l13_o02,uisus ,p459_l13_o02_a,uisio,S22,F2,normal,,,
75v,p459_l13_o04,Motus ,p459_l13_o04_a,motio,S22,F2,normal,p459_l13_o04_b,S63,F3
75v,p459_l13_o05,Notus ,p459_l13_o05_a,notam̃,S22,F2,normal,,,
75v,p459_l14_o03,acies ,p459_l14_o03_a,exercitꝰ / a acuo,S54,F3,normal,p459_l14_o03_b,S63,F2
75v,p459_l14_o04,Facies ,p459_l14_o04_a,credulitas/a fido,S54,F3,normal,,,
75v,p459_l14_o05,Fides ,p459_l14_o05_a,̃a facio,S54,F3,normal,,,
75v,p459_l14_o06,Res ,p459_l14_o06_a,a VERB ͧ ͫ  reor,S54,F3,normal,,,
75v,p459_l17_o04,obseruari ,p459_l17_o04_a,attendi,S22,F2,normal,,,
75v,p459_l17_o06,siquid ,p459_l17_o06_a,simile,S22,F2,normal,p459_l17_o06_b,S53,F4
75v,p459_l19_o09,scriba ,p459_l19_o09_a,lege peritꝰ,S23,F3,normal,p459_l19_o09_b,S63,F2
75v,p459_l20_o03,aduena ,p459_l20_o03_a,peregrinꝰ,S22,F2,normal,,,
75v,p459_l20_o06,ꝓfuga ,p459_l20_o06_a,porro fugiens,S25,F3,normal,p459_l20_o06_b,S63,F2
75v,p459_l20_o09,mola ,,,,,,p459_l20_o09_a,S63,F2
75v,p459_l21_o01,Consulo ,p459_l21_o01_a,int̃rogo,S22,F2,normal,,,
75v,p459_l21_o03,c̃sul; ,p459_l21_o03_a,nom̃ dignitatis,S222,F3,normal,,,
75v,p459_l21_o09,uas ,p459_l21_o09_a,pignus,S22,F2,normal,,,
75v,p459_l22_o01,merges ,p459_l22_o01_a,manipulus/s. garba,S22,F3,normal,p459_l22_o01_b,S63,F2
75v,p459_l22_o03,Quiesco ,p459_l22_o03_a,reꝗesco ++++,S22,F3,shorthand,,,
75v,p459_l22_o10,cędes ,p459_l22_o10_a,strages ł occisio,S22,F3,normal,p459_l22_o10_b,S63,F2
75v,p459_l23_o01,Luo ,p459_l23_o01_a,soluo ł dãpno /sustineo,S22,F3,normal,,,
75v,p459_l23_o04,lues ,p459_l23_o04_a,pestis,S22,F2,normal,,,
75v,p459_l23_o05,Struo ,p459_l23_o05_a,edifico,S22,F2,normal,,,
75v,p459_l23_o08,strues ,p459_l23_o08_a,c̃geries,S22,F2,normal,,,
75v,p459_l23_o09,M&uo ,p459_l23_o09_a,timeo,S22,F2,normal,,,
75v,p459_l23_o11,m&us ,p459_l23_o11_a,timor,S22,F2,normal,,,
75v,p459_l24_o02,tribus ,p459_l24_o02_a,triginta centuriae,S23,F3,normal,,,
75v,p459_l24_o03,Parco ,p459_l24_o03_a,indulgeo,S22,F2,normal,,,
75v,p459_l24_o05,parcus ,p459_l24_o05_a,abstinens,S22,F2,normal,,,
75v,p459_l24_o06,Gradior ,p459_l24_o06_a,ambulo,S22,F2,normal,,,
75v,p459_l24_o09,Fido ,p459_l24_o09_a,c̃fido,S22,F2,normal,,,
75v,p459_l25_o01,fidus ,p459_l25_o01_a,fidelis,S22,F2,normal,,,
75v,p459_l25_o02,Pando ,p459_l25_o02_a,aperio,S22,F2,normal,,,
75v,p459_l25_o04,pandus ,p459_l25_o04_a,aꝑtus patulus,S22,F3,normal,p459_l25_o04_b,S63,F2
75v,p459_l25_o08,Ludo ,p459_l25_o08_a,ioco,S22,F2,normal,,,
75v,p459_l25_o10,ludus ,p459_l25_o10_a,iocus,S22,F2,normal,,,
75v,p459_l27_o01-02,cõmonstrabuntur ,p459_l27_o01-02_a,simul,S34,F2,normal,,,
75v,p459_l28_o09,adeo ,p459_l28_o09_a,intantũ,S22,F2,normal,,,
75v,p459_l29_o03,ꝓbant ,p459_l29_o03_a,experiuntur/cognoscantur,S22,F3,normal,,,
75v,p459_l30_o03,adhęreant ,p459_l30_o03_a,adiungant seruient,S22,F3,normal,,,
75v,p459_l30_o07,illis ,p459_l30_o07_a,sb̶ nominib,S3232,F2,normal,,,
75v,p459_l30_o08,duci ,p459_l30_o08_a,diriuari,S22,F2,normal,,,
75v,p459_l31_o06,primordia. ,p459_l31_o06_a,initia,S22,F2,normal,,,
75v,p459_l31_o07,Formido ,p459_l31_o07_a,paueo,S22,F2,normal,,,
75v,p459_l32_o02,caligo ,p459_l32_o02_a,cęcitatẽ patior,S23,F4,normal,,,
75v,p459_l32_o05,ꝓpago ,p459_l32_o05_a,dilato ł ãplifico/ꝓtelo,S22,F3,normal,,,
75v,p459_l32_o08,palpo ,p459_l32_o08_a,tango,S22,F2,normal,,,
75v,p459_l32_o11,indagor ,p459_l32_o11_a,inuestigo ł exploro,S22,F3,normal,,,
75v,p459_l34_o01,formido ,p459_l34_o01_a,m&us,S22,F2,normal,p459_l34_o01_b,S63,F2
75v,p459_l34_o02,caligo ,p459_l34_o02_a,albugo oculorũ,S22,F3,normal,,,
75v,p459_l34_o03,ꝓpago ,p459_l34_o03_a,ꝓsapia,S22,F2,normal,p459_l34_o03_b,S63,F2
75v,p459_l34_o05,indago ,,,,,,p459_l34_o05_b,S63,F2
75v,p459_l34_o09,respondent ,p459_l34_o09_a,sb̶ uerba,S415,F2,normal,,,
75v,p459_l36_o05,traducta ,p459_l36_o05_a,sb̶ uerba,S53,F2,normal,,,
75v,p459_l36_o11,perspicacius ,p459_l36_o11_a,acutius/diligeNTius,S22,F3,normal,,,
75v,p460_l01_o04,q̃ ,p460_l01_o04_a,s. subtilitas,S3232,F2,normal,,,
75v,p460_l01_o07,c̃fusionẽ ,p460_l01_o07_a,(commixtione?),S22,F2,shorthand,,,
75v,p460_l03_o11,prima ,p460_l03_o11_a,coniugatio,S53,F2,shorthand,,,
75v,p460_l04_o10,ꝓgenuit ,p460_l04_o10_a,ꝓcreauit,S22,F2,normal,,,
75v,p460_l05_o06-07,pręsens indicatiuus ,p460_l05_o06-07_a,÷ ꝓferre +++,S53,F4,shorthand,,,
76r,p460_l07_o07-08,ꝓhibuit ,p460_l07_o07-08_a,ID EST c̃cessit,S23,F3,normal,,,
76r,p460_l08_o02,positio ,p460_l08_o02_a,+,S53,F2,shorthand,,,
76r,p460_l10_o05,Scđa ,p460_l10_o05_a,coniugatio,S53,F2,shorthand,,,
76r,p460_l10_o08,quartã ,p460_l10_o08_a,coniugationem,S53,F2,shorthand,,,
76r,p460_l14_o09,suꝑuacuo ,p460_l14_o09_a,suꝑfluo,S22,F2,normal,,,
76r,p460_l19_o05,ut ,p460_l19_o05_a,sicut,S35,F2,normal,,,
76r,p460_l22_o08,speciales. ,p460_l22_o08_a,ẽẽ,S611,F2,normal,,,
76r,p460_l23_o06,diuisas ,,,,,,p460_l23_o06_a,S22,F3
76r,p460_l26_o06,eoq; ,,,,,,,,
76r,p460_l26_o08,uniformiter ,p460_l26_o08_a,sb̶ uidemus scđm unã formã,S23,F4,normal,,,
76r,p460_l29_o03,rationẽ ,p460_l29_o03_a,sacer sacri sacro sacras tot syllabas ++ ignt̃o ⁊+++,S53,F4,normal,p460_l29_o03_b,S53,F4
76r,p460_l29_o08,manifestissime ,p460_l29_o08_a,aꝑtissime,S22,F2,normal,,,
76r,p460_l31_o01,adhęrentia ,p460_l31_o01_a,seruentia,S22,F2,normal,,,
76r,p460_l31_o05,gigni ,p460_l31_o05_a,generari,S22,F2,normal,,,
76r,p460_l32_o01,cogunt᷑. ,p460_l32_o01_a,cõpellunt᷑,S22,F2,normal,,,
76r,p460_l32_o03,Ater ,p460_l32_o03_a,niger (inde dicitur) atrim̃tũ,S24,F4,normal,p460_l32_o03_b,S63,F2
76r,p460_l32_o08,tenera ,p460_l32_o08_a,"(mollis? inde dicitur) tenellus, la",S54,F4,shorthand,,,
76r,p460_l23_o10,Longus ,,,,,,p460_l23_o10_a,S63,F2
76r,p460_l33_o01,Arduus ,p460_l33_o01_a,excel/sus,S22,F2,normal,,,
76r,p460_l34_o07,sacer ,p460_l34_o07_a,sc̃s,S22,F2,normal,p460_l34_o07_b,S63,F2
76r,p460_l34_o09,sacro ,p460_l34_o09_a,libo,S22,F2,normal,,,
76r,p460_l35_o05,Vigil ,p460_l35_o05_a,custos,S22,F2,normal,,,
76r,p460_l35_o07,Vigilo ,p460_l35_o07_a,excubo,S22,F2,normal,,,
76r,p460_l35_o09,Semen ,,,,,,p460_l35_o09_a,S63,F2
76r,p460_l36_o04,Memoro ,p460_l36_o04_a,recordor,S22,F2,normal,p460_l36_o04_b,S63,F2
76r,p460_l36_o06,Miles ,p460_l36_o06_a,pugnator,S22,F2,normal,,,
76r,p460_l36_o08,Milito ,p460_l36_o08_a,pugno,S22,F2,normal,p460_l36_o08_b,S63,F2
76r,f82v_l06_o13,indico ,f82v_l06_o13_a,intimo,S22,F2,normal,,,
76r,p461_l01_o05,Manceps ,p461_l01_o05_a,manceps -cipis & mancpitis (id est) manu capiens : Mances uͦ mancis/ dr̃ amens,S31,F4,normal,p461_l01_o05_b,S63,F2
76r,p461_l01_o07,mancipo ,p461_l01_o07_a,subdo,S22,F2,normal,,,
76r,p461_l02_o08,regulant᷑ ,p461_l02_o08_a,ꝑ regulã (cognoscuNT᷑/ł ordinant᷑),S53,F4,normal,p461_l02_o08_b,S53,F2
76r,p461_l02_o10,ambigua ,p461_l02_o10_a,dubia,S22,F2,normal,,,
76r,p461_l03_o11,quib; ,p461_l03_o11_a,(uerbis),S3232,F2,shorthand,,,
76r,p461_l04_o05,qui ,p461_l04_o05_a,sb̶ actus,S322,F2,normal,,,
76r,p461_l05_o09,ęsca ,p461_l05_o09_a,cibus,S22,F2,normal,,,
76r,p461_l05_o10,inęsco. ,p461_l05_o10_a,pasco,S22,F2,normal,p461_l05_o10_b,S63,F2
76r,p461_l06_o02,inundo ,,,,,,p461_l06_o02_a,S63,F3
76r,p461_l06_o06,paco ,p461_l06_o06_a,pacifico,S22,F2,normal,,,
76v,p461_l06_o09,Eradico ,p461_l06_o09_a,a radicib euerso,S23,F4,normal,,,
76v,p461_l07_o02,piscor ,,,,,,p461_l07_o02_a,S63,F2
76v,p461_l07_o04,concordo ,,,,,,p461_l07_o04_a,S63,F2
76v,p461_l07_o06,discordo ,,,,,,p461_l07_o06_a,S63,F2
76v,p461_l08_o05,epodo ,,,,,,p461_l08_o05_a,S23,F4
76v,p461_l10_o02,radio ,p461_l10_o02_a,splendeo,S22,F2,normal,,,
76v,p461_l10_o04,Humus ,p461_l10_o04_a,tellus,S22,F2,normal,,,
76v,p461_l10_o05,humo ,p461_l10_o05_a,sepelio,S22,F2,normal,,,
76v,p461_l10_o10,Concio ,p461_l10_o10_a,multitudo,S22,F2,normal,,,
76v,p461_l11_o02,Elimino ,p461_l11_o02_a,extra lim̃ iacio,S23,F4,normal,p461_l11_o02_b,S63,F2
76v,p461_l11_o03,Cacumen ,p461_l11_o03_a,sũmitas,S22,F2,normal,p461_l11_o03_b,S63,F2
76v,p461_l11_o04,cacumino ,p461_l11_o04_a,erigo,S22,F2,normal,,,
76v,p461_l11_o06,cacũminat ,p461_l11_o06_a,erigio,S22,F2,normal,,,
76v,p461_l12_o03,m&amorphoseon ,p461_l12_o03_a,transanimatione,S22,F2,normal,,,
76v,p461_l12_o06,Rum̃ ,p461_l12_o06_a,interior pars gulę,S23,F3,normal,,,
76v,p461_l12_o08,rumino ,,,,,,p461_l12_o08_a,S63,F2
76v,p461_l13_o04,pallantes ,p461_l13_o04_a,e,S611,F1,normal,,,
76v,p461_l14_o05,inauro ,,,,,,p461_l14_o05_a,S63,F2
76v,p461_l17_o01,Scortum ,p461_l17_o01_a,stuprũ,S22,F2,normal,p461_l17_o01_b,S63,F2
76v,p461_l17_o04,Gurges ,p461_l17_o04_a,ꝓfunditas,S22,F2,normal,,,
76v,p461_l17_o06,ingurgito ,,,,,,p461_l17_o06_a,S63,F2
76v,p461_l18_o06,ingurgitasses ,p461_l18_o06_a,immersisses,S22,F2,normal,,,
76v,p461_l18_o07,Cras ,,,,,,p461_l18_o07_a,S63,F2
76v,p461_l19_o07,ꝓcrastino ,p461_l19_o07_a,ꝓtelo ꝓlongo,S22,F3,normal,p461_l19_o07_b,S63,F2
76v,p461_l19_o08,Dies ,,,,,,p461_l19_o08_a,S63,F2
76v,p461_l19_o10,ꝑendie ,p461_l19_o10_a,post cras,S22,F3,normal,,,
76v,p461_l20_o02,Comꝑendino ,p461_l20_o02_a,s. ꝓlongo,S22,F2,normal,p461_l20_o02_b,S63,F2
76v,p461_l23_o08,ante ,p461_l23_o08_a,dictã,S53,F2,normal,,,
76v,p461_l24_o09,quartę ,p461_l24_o09_a,ẽẽ,S611,F2,normal,,,
76v,p461_l25_o07,tertiae ,p461_l25_o07_a,(coniugatio),S53,F2,shorthand,,,
76v,p461_l26_o09-10, in positionẽ ,p461_l26_o09-10_a,(id est) in formã ł pͥmã ꝑsonã indicatiui,S53,F4,normal,,,
76v,p461_l27_o03,concessert̃ ,p461_l27_o03_a,decernert̃,S22,F2,normal,,,
76v,p461_l27_o04-05,singulisq ,,,,,,p461_l27_o04-05_a,S53,F4
76v,p461_l28_o02,accipere ,p461_l28_o02_a,+,S22,F2,shorthand,,,
76v,p461_l28_o03,coactis ,p461_l28_o03_a,+,S22,F2,shorthand,,,
76v,p461_l28_o09,meditatiua ,p461_l28_o09_a,(uerba),S53,F2,shorthand,,,
76v,p461_l29_o02,quartã ,p461_l29_o02_a,sb̶ c̃iugationẽ,S53,F2,normal,,,
76v,p461_l31_o06,carentes ,p461_l31_o06_a,ñ habentes,S23,F3,normal,,,
76v,p461_l32_o05,necessario ,p461_l32_o05_a,++,S34,F3,shorthand,,,
76v,p461_l32_o06,sortiunt᷑ ,p461_l32_o06_a,accipiunt᷑,S22,F2,normal,,,
76v,p462_l01_o01,primitiua ,p462_l01_o01_a,(uerba),S53,F2,shorthand,,,
76v,p462_l02_o07,uindicat ,p462_l02_o07_a,accipit,S22,F2,normal,,,
76v,p462_l05_o06,obseruandũ ,p462_l05_o06_a,++,S22,F3,shorthand,,,
76v,p462_l06_o07,uello ,p462_l06_o07_a,carpo,S22,F2,normal,,,
76v,p462_l06_o09,uellico ,p462_l06_o09_a,+++,S54,F4,shorthand,p462_l06_o09_b,S63,F2
76v,p462_l07_o01,Fodio ,,,,,,p462_l07_o01_a,S63,F2
76v,p462_l07_o08,albico ,p462_l07_o08_a,albesco,S22,F2,normal,p462_l07_o08_b,S63,F2
76v,p462_l07_o10,claudico ,,,,,,p462_l07_o10_a,S63,F2
76v,p462_l08_o02,fabrico ,p462_l08_o02_a,edifico,S22,F2,normal,,,
76v,p462_l08_o04,alterco ,p462_l08_o04_a,litigo,S22,F2,normal,,,
76v,p462_l08_o06,Frondis ,p462_l08_o06_a,(gñs ẽ ne fier& dubitatio ab eo qđ ÷) frons -tis,S24,F4,shorthand,,,
76v,p462_l08_o07,frondico ,,,,,,p462_l08_o07_a,S63,F2
76v,p462_l08_o08,Nobilito ,,,,,,,,
