folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,nature,marginal_note_id,marginal_note_type,marginal_note_form
82r,p477_l16_o02,C̃sulo ,p477_l16_o02_a,ꝑcunctor ++,S22,F3,normal,,,
82r,p477_l16_o05,quo ,p477_l16_o05_a,+,S3232,F2,shorthand,,,
82r,p477_l17_o08-09,uolo -las ,,,,,,p477_l17_o08-09_a,S63,F2
82r,p477_l18_o08, malo ,,,,,,p477_l18_o08_a,S63,F2
82r,p477_l18_o14,molo ,,,,,,p477_l18_o14_a,S63,F2
82r,p477_l19_o01,molis ,,,,,,p477_l19_o01_a,S23,F2
82r,p477_l19_o04,cõpositũ ,p477_l19_o04_a,(uerbum),S53,F2,shorthand,,,
82r,p477_l20_o01,ꝑmolere ,p477_l20_o01_a,+ lenocinari ł ++,S23,F3,shorthand,,,
82r,p477_l20_o04,immolo ,,,,,,p477_l20_o04_a,S63,F2
82r,p477_l21_o10,ꝑmolo  ,,,,,,p477_l21_o10_a,S63,F3
82r,p477_l28_o01,fallo ,p477_l28_o01_a,decipio,S22,F2,normal,,,
82r,p477_l28_o03,uello ,p477_l28_o03_a,carpo,S22,F2,normal,,,
82r,p477_l28_o07,p̃cello ,,,,,,p477_l28_o07_a,S63,F3
82r,p477_l29_o06,psallo ,p477_l29_o06_a,canto,S22,F2,normal,p477_l29_o06_b,S63,F3
82r,p477_l30_o06,elegantius ,p477_l30_o06_a,+,S22,F2,shorthand,,,
82r,p478_l02_o08,appello ,p478_l02_o08_a,reuoco,S22,F2,normal,p478_l02_o08_b,S63,F3
82r,p478_l04_o09,appello ,p478_l04_o09_a,uoco,S22,F2,normal,p478_l04_o09_b,S63,F2
82r,p478_l05_o02,Bello ,,,,,,p478_l05_o02_a,S63,F2
82r,p478_l05_o07,Vacillo ,,,,,,p478_l05_o07_a,S63,F2
82r,p478_l06_o02,uallũ ,p478_l06_o02_a,fustes ł pali,S22,F3,normal,,,
82r,p478_l07_o04-05, in .lor. ,,,,,,p478_l07_o04-05_a,S63,F2
82r,p478_l07_o12,palor ,p478_l07_o12_a,fugio palã,S23,F3,normal,p478_l07_o12_b,S63,F2
82r,p478_l08_o10,pręstolor ,p478_l08_o10_a,opperiq +,S22,F3,shorthand,,,
82r,p478_l09_o01,fabulor ,p478_l09_o01_a,sermocinor,S22,F2,normal,,,
82r,p478_l09_o03,adulor ,p478_l09_o03_a,blandio,S22,F2,normal,,,
82r,p478_l09_o04,emulor ,p478_l09_o04_a,imitor,S22,F2,normal,,,
82r,p478_l09_o05,epulor ,p478_l09_o05_a,comedo,S22,F2,normal,,,
82r,p478_l09_o06,gratulor ,p478_l09_o06_a,gaudeo,S22,F2,normal,,,
82r,p478_l09_o017,iaculor ,p478_l09_o017_a,iaculũ iacio,S25,F3,normal,p478_l09_o017_b,S63,F2
82r,p478_l10_o01-02,in .mo. ,,,,,,p478_l10_o01-02_a,S63,F2
82r,p478_l11_o08,clamo ,p478_l11_o08_a,uoco,S22,F2,normal,,,
82r,p478_l11_o09,estimo ,p478_l11_o09_a,abitror,S22,F2,normal,,,
82r,p478_l12_o01,Domo ,p478_l12_o01_a,subdo,S22,F2,normal,p478_l12_o01_b,S63,F3
82r,p478_l12_o02,humo ,p478_l12_o02_a,sepelio,S22,F2,normal,,,
82r,p478_l12_o03,autumo ,p478_l12_o03_a,reor,S22,F2,normal,,,
82r,p478_l12_o05,fumo ,,,,,,p478_l12_o05_a,S63,F2
82r,p478_l14_o02,emo ,p478_l14_o02_a,cõparo,S22,F2,normal,p478_l14_o02_b,S63,F3
82r,p478_l14_o04,gemo ,p478_l14_o04_a,doleo,S22,F2,normal,,,
82r,p478_l14_o10,cremo ,p478_l14_o10_a,ardeo,S22,F2,normal,,,
82r,p478_l15_o10,ęstimo ,p478_l15_o10_a,reor,S22,F2,normal,,,
82r,p478_l15_o12,exanimo ,p478_l15_o12_a,occido,S22,F2,normal,p478_l15_o12_b,S63,F2
82r,p478_l18_o04,exprimo ,p478_l18_o04_a,manifesto,S22,F2,normal,,,
82r,p478_l18_o05,interimo ,p478_l18_o05_a,int̃ficio,S22,F2,normal,p478_l18_o05_b,S63,F3
82r,p478_l18_o06,Adimo ,p478_l18_o06_a,aufero,S22,F2,normal,,,
82r,p478_l18_o07,dirimo ,p478_l18_o07_a,sequestro ł separo,S22,F3,normal,,,
82r,p478_l19_o02,demo ,p478_l19_o02_a,abstraho,S22,F2,normal,,,
82r,p478_l19_o04,ꝓmo ,p478_l19_o04_a,ostendo,S22,F2,normal,,,
82r,p478_l21_o01,perimo ,p478_l21_o01_a,int̃neco,S22,F2,normal,,,
82r,p478_l23_o01,uomo ,p478_l23_o01_a,digero,S22,F2,normal,p478_l23_o01_b,S63,F2
82r,p478_l23_o08,como ,p478_l23_o08_a,orno,S22,F2,normal,p478_l23_o08_b,S63,F2
82r,p478_l24_o01,c̃cisũ ,p478_l24_o01_a,ꝓductũ,S22,F2,normal,,,
82r,p478_l30_o02,rimor ,p478_l30_o02_a,inuestigo,S22,F2,normal,p478_l30_o02_b,S63,F3
82r,p478_l30_o05,rima ,p478_l30_o05_a,fissura,S22,F2,normal,,,
82r,p478_l30_o06,racemor ,p478_l30_o06_a,racemos colligo,S23,F4,normal,p478_l30_o06_b,S63,F2
82r,p478_l31_o01-02,in .no. ,,,,,,p478_l31_o01-02_a,S63,F2
82r,p478_l31_o02,no ,p478_l31_o02_a,nauigo,S22,F2,normal,p478_l31_o02_b,S4181,F2
82r,p479_l02_o03,m&amorphoseon ,p479_l02_o03_a,tansformationis,S22,F2,normal,,,
82v,p479_l03_o06,declino ,p479_l03_o06_a,uito,S22,F2,normal,,,
82v,p479_l02_o10,mano ,p479_l02_o10_a,fluo ł curro,S22,F3,normal,,,
82v,p479_l03_o01,Ceno ,p479_l03_o01_a,prandeo,S22,F2,normal,p479_l03_o01_b,S63,F2
82v,p479_l03_o02,Alieno ,p479_l03_o02_a,priuo,S22,F2,normal,,,
82v,p479_l03_o03,sereno ,p479_l03_o03_a,mitigo ł placo,S22,F3,normal,,,
82v,p479_l05_o07,Gemino ,p479_l05_o07_a,duplico,S22,F2,normal,,,
82v,p479_l05_o08,T̃mino ,p479_l05_o08_a,finio,S22,F2,normal,,,
82v,p479_l05_o09,attamino ,p479_l05_o09_a,corrũpo,S22,F2,normal,,,
82v,p479_l05_o10,c̃tamino ,p479_l05_o10_a,macillo,S22,F2,normal,,,
82v,p479_l05_o04,fascino ,p479_l05_o04_a,inuideo,S22,F2,normal,,,
82v,p479_l05_o05,inꝗno ,p479_l05_o05_a,maculo,S22,F2,normal,,,
82v,p479_l06_o01,Destino ,p479_l06_o01_a,dispono,S22,F2,normal,,,
82v,p479_l05_o06,nomino ,p479_l05_o06_a,nuncupo,S22,F2,normal,,,
82v,p479_l06_o02,ꝓcrastino ,p479_l06_o02_a,differo,S22,F2,normal,,,
82v,p479_l06_o03,c̃glutino ,p479_l06_o03_a,glomero,S22,F2,normal,p479_l06_o03_b,S63,F2
82v,p479_l03_o09,Prop̃ino ,p479_l03_o09_a,misceo,S22,F2,normal,p479_l03_o09_b,S63,F2
82v,p479_l04_o07,Sopino ,p479_l04_o07_a,uenor ł aucupo,S22,F3,normal,,,
82v,p479_l04_o08,Festino ,p479_l04_o08_a,accelero,S22,F2,normal,,,
82v,p479_l06_o07,Obsono ,p479_l06_o07_a,mercor,S22,F2,normal,p479_l06_o07_b,S24,F4
82v,p479_l11_o06-07,cano -nis ,,,,,,p479_l11_o06-07_a,S63,F3
82v,p479_l12_o02,occino ,p479_l12_o02_a,c̃tra cano,S23,F4,normal,p479_l12_o02_b,S63,F2
82v,p479_l12_o03,concino ,p479_l12_o03_a,simul cano,S23,F4,normal,,,
82v,p479_l12_o04,succino ,p479_l12_o04_a,ñ clare cano,S23,F4,normal,,,
82v,p479_l13_o08-09,lino -is ,,,,,,p479_l13_o08-09_a,S331,F4
82v,p479_l13_o10,Sino ,p479_l13_o10_a,ꝑmitto,S22,F2,normal,,,
82v,p479_l16_o05,quippe ,p479_l16_o05_a,nimirũ,S22,F2,normal,,,
82v,p479_l17_o02,Dãpno ,p479_l17_o02_a,multo,S22,F2,normal,,,
82v,p479_l17_o06,signo ,p479_l17_o06_a,noto,S22,F2,normal,,,
82v,p479_l17_o08,regno ,p479_l17_o08_a,impero,S22,F2,normal,,,
82v,p479_l18_o01,Verno ,p479_l18_o01_a,splendor,S22,F2,normal,p479_l18_o01_b,S63,F2
82v,p479_l19_o07,Tẽpno ,p479_l19_o07_a,despicio,S22,F2,normal,,,
82v,p479_l20_o03,cerno  ,p479_l20_o03_a,dis/tingo,S22,F2,normal,,,
82v,p479_l20_o05,decerno ,p479_l20_o05_a,statuo ł censeo,S22,F3,normal,p479_l20_o05_b,S63,F3
82v,p479_l22_o06,opinor ,p479_l22_o06_a,reor,S22,F2,normal,,,
82v,p479_l22_o08,conor ,p479_l22_o08_a,nitor,S22,F2,normal,,,
82v,p479_l23_o02,peregrinor ,p479_l23_o02_a,exulo,S22,F2,normal,,,
82v,p479_l23_o03,participor ,p479_l23_o03_a,partẽ capio +++,S25,F4,normal,,,
82v,p479_l23_o05,Vaticinor ,p479_l23_o05_a,ꝓ/ph&o,S22,F2,normal,,,
82v,p479_l23_o04,miror ,p479_l23_o04_a,stupeo,S22,F2,normal,p479_l23_o04_b,S63,F2
82v,p479_l23_o07,c̃sternor ,p479_l23_o07_a,c̃turbo,S22,F2,normal,,,
82v,p479_l24_o02,asꝑnor ,p479_l24_o02_a,dedignor,S22,F2,normal,,,
82v,p479_l24_o09,sperno ,p479_l24_o09_a,+,S22,F2,shorthand,,,
82v,p479_l25_o01,sterno ,p479_l25_o01_a,deicio ++,S22,F3,normal,p479_l25_o01_b,S63,F2
82v,p479_l25_o02,actiua ,p479_l25_o02_a,++,S53,F3,shorthand,,,
82v,p479_l25_o10,t̃tię ,p479_l25_o10_a,(coniugatio),S53,F2,shorthand,,,
82v,p480_l01_o10,fastorũ ,p480_l01_o10_a,fastꝰ ÷ lib̶ +++,S23,F4,shorthand,,,
82v,p480_l04_o02,consternatis ,p480_l04_o02_a,+++,S22,F4,shorthand,,,
82v,p480_l05_o01-02,in .po. ,,,,,,p480_l05_o01-02_a,S63,F2
82v,p480_l06_o01,crepo ,p480_l06_o01_a,sono,S22,F2,normal,,,
82v,p480_l06_o03,Discrepo ,p480_l06_o03_a,disto,S22,F2,normal,,,
82v,p480_l06_o04,dissipo ,p480_l06_o04_a,deuasto,S22,F2,normal,,,
82v,p480_l06_o09,Occupo ,p480_l06_o09_a,impedio,S22,F2,normal,,,
82v,p480_l06_o06,Vsurpo ,p480_l06_o06_a,abutor,S22,F2,normal,,,
82v,p480_l06_o07,Turpo ,p480_l06_o07_a,sedo,S22,F2,normal,,,
82v,p480_l09_o03,Anticipo ,p480_l09_o03_a,p̃occupo,S22,F2,normal,,,
82v,p480_l06_o10,Mancipo ,p480_l06_o10_a,subdo,S22,F2,normal,,,
82v,p480_l12_o01,Palpo ,p480_l12_o01_a,tango,S22,F2,normal,,,
82v,p480_l13_o10,sculpo ,p480_l13_o10_a,cęlo,S22,F2,normal,,,
82v,p480_l14_o02,carpo ,p480_l14_o02_a,uello,S22,F2,normal,,,
82v,p480_l14_o03,repo ,p480_l14_o03_a,traho,S22,F2,normal,,,
82v,p480_l14_o04,serpo ,p480_l14_o04_a,latentẽ uenio,S23,F4,normal,,,
82v,p480_l14_o05,screpo ,p480_l14_o05_a,sono,S22,F2,normal,,,
82v,p480_l15_o11,aucupor ,p480_l15_o11_a,uenare ł aues capio,S23,F4,normal,p480_l15_o11_b,S63,F3
82v,p480_l18_o03,linquo ,p480_l18_o03_a,desero,S22,F2,normal,,,
82v,p480_l18_o07,delinquo ,p480_l18_o07_a,pecco,S22,F2,normal,,,
82v,p480_l18_o09,inquã ,p480_l18_o09_a,dico,S22,F2,normal,p480_l18_o09_b,S63,F3
82v,p480_l20_o06,inꝗmꝰ ,p480_l20_o06_a,dicimꝰ,S22,F2,normal,,,
82v,p480_l21_o03,formione ,p480_l21_o03_a,+,S53,F2,shorthand,,,
82v,p480_l22_o03,inque ,p480_l22_o03_a,dic,S22,F2,normal,,,
82v,p480_l22_o08,Liquor ,p480_l22_o08_a,fluo,S22,F2,normal,p480_l22_o08_b,S63,F2
82v,p480_l24_o01,uere ,p480_l24_o01_a,+,S22,F2,shorthand,,,
83r,p480_l27_o04,liquo ,,,,,,p480_l27_o04_a,S63,F2
83r,p480_l27_o06,Eliquo ,p480_l27_o06_a,effluo expͥmo,S22,F3,normal,,,
83r,p480_l32_o01,liquat ,p480_l32_o01_a,effluet,S22,F2,normal,,,
83r,p481_l04_o01,aequus ,p481_l04_o01_a,iustꝰ ł ęquał,S22,F3,normal,,,
83r,p481_l04_o02,ęquo ,p481_l04_o02_a,assimilo,S22,F2,normal,,,
83r,p481_l04_o04,ꝓpinquus ,p481_l04_o04_a,affinis,S22,F2,normal,,,
83r,p481_l04_o07,Obliquus ,p481_l04_o07_a,inclinatꝰ,S22,F2,normal,,,
83r,p481_l05_o02,antiquus ,p481_l05_o02_a,priscus,S22,F2,normal,,,
83r,p481_l05_o03,antiquo ,p481_l05_o03_a,+,S22,F2,shorthand,,,
83r,p481_l06_o01,georgicon ,,,,,,p481_l06_o01_a,S554,F4
83r,p481_l08_o01-02,in .ro. ,,,,,,p481_l08_o01-02_a,S63,F3
83r,p481_l09_o03,lacero ,p481_l09_o03_a,lanio,S22,F2,normal,,,
83r,p481_l09_o04,Desidero ,p481_l09_o04_a,opto,S22,F2,normal,,,
83r,p481_l09_o05,c̃sidero ,p481_l09_o05_a,c̃tẽplor,S22,F2,normal,,,
83r,p481_l09_o06,Aggero ,p481_l09_o06_a,accumulo,S22,F2,normal,,,
83r,f83r_l08_o10,(add) ,,,,,,f83r_l08_o10_a,S611,F2
83r,p481_l09_o08,Genero ,p481_l09_o08_a,gigno,S22,F2,normal,,,
83r,p481_l09_o09,Impero ,p481_l09_o09_a,iubeo,S22,F2,normal,,,
83r,p481_l09_o10,Blatero ,p481_l09_o10_a,stulte loquor,S23,F3,normal,p481_l09_o10_b,S63,F2
83r,p481_l11_o01,itero ,p481_l11_o01_a,rep&o,S22,F2,normal,,,
83r,p481_l16_o03,Gero ,p481_l16_o03_a,porto,S22,F2,normal,p481_l16_o03_b,S63,F2
83r,p481_l16_o05,Digero ,p481_l16_o05_a,scribo ł euacuo,S22,F3,normal,,,
83r,p481_l18_o01,agger ,p481_l18_o01_a,strata publica,S23,F3,normal,,,
83r,p481_l18_o04,eo ,p481_l18_o04_a,+,S3232,F2,shorthand,,,
83r,p481_l21_o01,Tero ,p481_l21_o01_a,usito,S22,F2,normal,p481_l21_o01_b,S63,F2
83r,p481_l21_o04,Detero ,p481_l21_o04_a,peroro,S22,F2,normal,,,
83r,p481_l21_o05,ꝓtero ,p481_l21_o05_a,scalpor,S22,F2,normal,,,
83r,p481_l21_o06,Sero ,p481_l21_o06_a,semino,S22,F2,normal,p481_l21_o06_b,S63,F2
83r,p481_l21_o12,insero ,p481_l21_o12_a,immitto,S22,F2,normal,,,
83r,p481_l22_o01,Dissero ,p481_l22_o01_a,expono,S22,F2,normal,,,
83r,p481_l22_o03,desero ,p481_l22_o03_a,relinquo,S22,F2,normal,,,
83r,p481_l22_o05,obsero ,p481_l22_o05_a,claudo,S22,F2,normal,p481_l22_o05_b,S63,F2
83r,p481_l24_o02,resero ,p481_l24_o02_a,aperio,S22,F2,normal,,,
83r,p481_l24_o04,Queror ,,,,,,p481_l24_o04_a,S63,F2
83r,p481_l25_o01,Fero ,,,,,,p481_l25_o01_a,S63,F3
83r,p481_l26_o04,motib; ,p481_l26_o04_a,modis,S22,F2,normal,,,
83r,p481_l26_o08,eo ,p481_l26_o08_a,fero,S22,F2,shorthand,,,
83r,p481_l27_o04,uociferor ,p481_l27_o04_a,clamo,S22,F2,normal,,,
83r,p481_l27_o11,morigeror ,p481_l27_o11_a,bonos mores gero,S23,F4,normal,,,
83r,p481_l29_o05,Obseruandũ ,p481_l29_o05_a,accendendũ,S22,F2,normal,,,
83r,p481_l30_o06,notauimꝰ ,p481_l30_o06_a,excepimꝰ,S22,F2,normal,,,
83r,p481_l33_o02,aro ,,,,,,p481_l33_o02_a,S63,F2
83r,p481_l33_o04,paro ,p481_l33_o04_a,p̃paro ł disco,S22,F3,normal,,,
83r,p481_l33_o05,spiro ,p481_l33_o05_a,aerẽ traho,S23,F4,normal,,,
83r,p481_l33_o06,Deliro ,p481_l33_o06_a,frustra loquor,S23,F4,normal,p481_l33_o06_b,S63,F2
83r,p481_l33_o09,roboro ,p481_l33_o09_a,c̃firmo,S22,F2,normal,,,
83r,p481_l36_o03,instauro ,p481_l36_o03_a,edifi/co,S22,F2,normal,,,
83r,p481_l36_o05,figuro ,p481_l36_o05_a,assimilo ꝑformo,S22,F3,normal,,,
83r,p482_l06_o04,celebro ,p482_l06_o04_a,frequento,S22,F2,normal,,,
83r,p482_l06_o06,Tenebro ,p482_l06_o06_a,obscuro,S22,F2,normal,,,
83r,p482_l06_o07,c̃secro ,p482_l06_o07_a,dico,S22,F2,normal,,,
83r,p482_l06_o09,quadro ,p482_l06_o09_a,ęquo ł quadrũ facio,S22,F4,normal,,,
83r,p482_l06_o10,migro ,p482_l06_o10_a,ꝓficiscor,S22,F2,normal,p482_l06_o10_b,S63,F2
83r,p482_l07_o01,latro ,p482_l07_o01_a,latratꝰ,S54,F2,normal,,,
83r,p482_l07_o02,lustro ,p482_l07_o02_a,circũ eo ł sacrifico,S23,F4,normal,,,
83r,p482_l07_o03,Narro ,p482_l07_o03_a,dico,S22,F2,normal,,,
83r,p482_l07_o10,uerro ,p482_l07_o10_a,traho,S22,F2,normal,p482_l07_o10_b,S63,F2
83r,p482_l10_o05,aduerrere ,p482_l10_o05_a,attrahere,S22,F2,normal,,,
83r,p482_l11_o01-02,in .ror. ,,,,,,p482_l11_o01-02_a,S63,F3
83r,p482_l10_o10,execror ,p482_l10_o10_a,abominor,S22,F2,normal,,,
83r,p482_l11_o01,morigeror ,p482_l11_o01_a,++ mores gero,S23,F4,shorthand,,,
83r,p482_l11_o02,feneror ,p482_l11_o02_a,mutuo aliꝗd accipio,S23,F4,normal,p482_l11_o02_b,S23,F3
83r,p482_l12_o05,Odoror ,,,,,,p482_l12_o05_a,S63,F2
83r,p482_l14_o01-02,in .so. ,,,,,,p482_l14_o01-02_a,S63,F3
83v,p482_l15_o04,pleraq; ,p482_l15_o04_a,+,S53,F2,shorthand,,,
83v,p482_l16_o01,lasso ,,,,,,p482_l16_o01_a,S63,F2
83v,p482_l23_o03,augere ,p482_l23_o03_a,-,S11,F1,normal,,,
83v,p482_l23_o05,densere ,,,,,,,,
83v,p482_l23_o07,Conuasso ,p482_l23_o07_a,furor,S22,F2,normal,p482_l23_o07_b,S63,F2
83v,p482_l25_o05,accerso ,p482_l25_o05_a,aduoco ł inurio,S22,F3,normal,,,
83v,p482_l25_o07,lacesso ,p482_l25_o07_a,irrito ł ꝓuoco,S22,F3,normal,,,
83v,p482_l25_o08,facesso ,p482_l25_o08_a,facio,S22,F2,shorthand,p482_l25_o08_b,S23,F2
83v,p482_l26_o01,incesso ,,,,,,p482_l26_o01_b,S611,F2
83v,p483_l05_o02,Viso ,p483_l05_o02_a,uidere desidero,S23,F3,normal,p483_l05_o02_b,S63,F3
83v,p483_l05_o06,pinso ,p483_l05_o06_a,tero,S22,F2,normal,,,
83v,p483_l10_o05,causor ,p483_l10_o05_a,queror ł lingo,S22,F3,normal,p483_l10_o05_b,S63,F3
83v,p483_l10_o07,grassor ,p483_l10_o07_a,seuio,S22,F2,normal,,,
83v,p483_l10_o09,conuersor ,p483_l10_o09_a,habito,S22,F2,normal,,,
83v,p483_l11_o11,diuersor ,p483_l11_o11_a,diuerto,S22,F2,normal,,,
83v,p484_l11_o01-02,in .to. ,,,,,,p484_l11_o01-02_a,S63,F3
83v,p483_l16_o04,p̃sto ,p483_l16_o04_a,tribuo do,S22,F3,normal,p483_l16_o04_b,S22,F2
83v,p483_l16_o05,resto ,p483_l16_o05_a,disto,S22,F2,normal,,,
83v,p483_l16_o06,obsto ,p483_l16_o06_a,impedio,S22,F2,normal,,,
83v,p483_l16_o07,Nato ,p483_l16_o07_a,no,S22,F2,normal,,,
83v,p483_l17_o04,V&o ,p483_l17_o04_a,cõpesco,S22,F2,normal,p483_l17_o04_b,S54,F4
83v,p483_l17_o06,uito ,p483_l17_o06_a,declino,S22,F2,normal,,,
83v,p483_l17_o09,noto ,,,,,,,,
83v,p483_l17_o10,porto ,p483_l17_o10_a,fero,S22,F2,normal,,,
83v,p483_l18_o01,puto ,p483_l18_o01_a,reor,S22,F2,normal,,,
83v,p483_l18_o03,refuto ,p483_l18_o03_a,respuo,S22,F2,normal,,,
83v,p483_l19_o01,C̃futo ,p483_l19_o01_a,c̃fundo,S22,F2,normal,p483_l19_o01_b,S63,F2
83v,p483_l19_o06,c̃futauit ,p483_l19_o06_a,c̃fudit,S22,F2,normal,,,
83v,p483_l20_o04,Exulto ,p483_l20_o04_a,l&or,S22,F2,normal,,,
83v,p483_l20_o05,ausculto ,p483_l20_o05_a,audio,S22,F2,normal,,,
83v,p483_l20_o06,uasto ,p483_l20_o06_a,populor,S22,F2,normal,,,
83v,p483_l20_o07,gesto ,p483_l20_o07_a,porto,S22,F2,normal,,,
83v,p483_l20_o08,manifesto ,p483_l20_o08_a,enucleo,S22,F2,normal,,,
83v,f83v_l20_o05,(add) ,f83v_l20_o05_a,: oliue,S611,F2,normal,,,
83v,p483_l24_o01,Fructo ,p483_l24_o01_a,emitto,S22,F2,normal,p483_l24_o01_b,S63,F3
83v,f83v_l21_o05,lacto ,f83v_l21_o05_a,blandior ł lac sugo,S22,F3,normal,,,
83v,p483_l24_o03,Rapto ,p483_l24_o03_a,+,S22,F2,shorthand,,,
83v,p483_l24_o04,capto ,p483_l24_o04_a,+,S22,F2,shorthand,,,
83v,p483_l24_o05,salto ,p483_l24_o05_a,+,S22,F2,shorthand,,,
83v,p483_l24_o06,canto ,p483_l24_o06_a,stringo,S22,F2,normal,,,
83v,p483_l24_o07,arto ,p483_l24_o07_a,+,S22,F2,shorthand,,,
83v,p483_l27_o01,Lacto ,p483_l27_o01_a,adolationib decipio,S23,F4,normal,,,
83v,p483_l27_o07,lactas ,p483_l27_o07_a,decipis,S22,F2,normal,,,
83v,p483_l28_o05,Marito ,p483_l28_o05_a,subdo ł subiugo,S22,F3,normal,p483_l28_o05_b,S63,F2
83v,p483_l28_o09,.ii. ,p483_l28_o09_a,lib̶,S53,F2,normal,,,
83v,p483_l28_o10,achilleidos: ,p483_l28_o10_a,+,S53,F2,shorthand,,,
83v,p484_l02_o01,Lo&o ,p484_l02_o01_a,mortifico,S22,F2,normal,p484_l02_o01_b,S63,F2
83v,p484_l03_o03,l&auit ,p484_l03_o03_a,mortif̃icauit,S22,F2,normal,,,
83v,p484_l06_o02,scato ,p484_l06_o02_a,ebullio,S22,F2,normal,p484_l06_o02_b,S63,F2
84r,p484_l15_o10,flecto ,p484_l15_o10_a,curuo,S22,F2,normal,,,
84r,p484_l15_o09,necto ,p484_l15_o09_a,iungo,S22,F2,normal,p484_l15_o09_b,S63,F2
84r,p484_l17_o04,sterto ,p484_l17_o04_a,++ scertit ++++++++,S54,F4,shorthand,p484_l17_o04_b,S63,F2
84r,p484_l18_o03,sisto ,p484_l18_o03_a,stare facio +++++,S23,F4,normal,p484_l18_o03_b,S63,F2
84r,p484_l19_o03,Scrutor ,p484_l19_o03_a,inuestigo,S22,F2,normal,,,
84r,p484_l19_o04,testor ,,,,,,,,
84r,p484_l19_o05,antestor ,p484_l19_o05_a,ꝓcestor,S22,F2,normal,p484_l19_o05_b,S63,F2
84r,p484_l20_o05,plector ,p484_l20_o05_a,uindico ł c̃tẽno,S22,F3,normal,p484_l20_o05_b,S63,F2
84r,p484_l20_o06,amplector ,p484_l20_o06_a,astringo,S22,F2,normal,,,
84r,p484_l20_o07,complector ,p484_l20_o07_a,cõp̃hendo,S22,F2,normal,,,
84r,p484_l21_o01,Nitor ,p484_l21_o01_a,conor,S22,F2,normal,,,
84r,p484_l21_o02,Vtor ,p484_l21_o02_a,fruor,S22,F2,normal,,,
84r,p484_l21_o07,uertor ,p484_l21_o07_a,abutor renitor,S22,F3,normal,,,
84r,p484_l21_o10,reuertor ,p484_l21_o10_a,+,S22,F2,shorthand,,,
84r,f84r_l04_o15,(add) ,f84r_l04_o15_a,ante,S611,F2,normal,,,
84r,p484_l23_o09,seruo ,p484_l23_o09_a,custodio,S22,F2,normal,,,
84r,p484_l23_o10,curuo ,p484_l23_o10_a,inclino,S22,F2,normal,,,
84r,p484_l25_o01,lauo ,,,,,,p484_l25_o01_a,S22,F2
84r,p484_l29_o06,lympha ,p484_l29_o06_a,aqua,S22,F2,normal,,,
84r,p485_l01_o08,lauadũ ,,,,,,p485_l01_o08_a,S334,F2
84r,p485_l06_o05,caluo ,,,,,,p485_l06_o05_a,S63,F2
84r,p485_l07_o07,calui ,p485_l07_o07_a,decipi,S22,F2,normal,,,
84r,p485_l07_o08,ratus ,p485_l07_o08_a,existimaũ,S22,F2,normal,,,
84r,p485_l09_o04,conuiuor ,p485_l09_o04_a,prandeo,S22,F2,normal,p485_l09_o04_b,S63,F3
84r,p485_l12_o10,laxo ,p485_l12_o10_a,dimitto,S22,F2,normal,p485_l12_o10_b,S63,F3
84r,p485_l13_o02,luxo ,p485_l13_o02_a,+ luxurio,S22,F2,shorthand,,,
84r,p485_l13_o03,uexo ,p485_l13_o03_a,fatigo,S22,F2,normal,,,
84r,p485_l13_o04,taxo ,p485_l13_o04_a,iudico ++,S22,F3,shorthand,,,
84r,p485_l13_o10,pexo ,p485_l13_o10_a,pecto,S22,F2,shorthand,,,
84r,p485_l14_o02,nexo ,p485_l14_o02_a,ligo,S22,F2,normal,p485_l14_o02_b,S63,F2
84r,p485_l14_o04,faxo ,p485_l14_o04_a,illumino,S22,F2,normal,,,
84r,p485_l16_o003-04,in dephano ,,,,,,p485_l16_o003-04_a,S62,F2
84r,p485_l18_o02,neximus ,p485_l18_o02_a,+,S22,F2,shorthand,,,
84r,p485_l19_o12,pecto ,,,,,,p485_l19_o12_a,S332,F2
84r,p485_l20_o04-05,in .xor. ,,,,,,p485_l20_o04-05_a,S63,F2
84r,p485_l21_o02,rixor ,,,,,,p485_l21_o02_a,S63,F2
84r,p485_l28_o09,inficio ,p485_l28_o09_a,corrũpo,S22,F2,normal,p485_l28_o09_b,S63,F2
84r,p485_l28_o10,afficio ,p485_l28_o10_a,affligo,S22,F2,normal,,,
84r,p485_l29_o04,ꝑfero ,p485_l29_o04_a,+++,S23,F3,shorthand,,,
84r,p485_l29_o05,infero ,p485_l29_o05_a,ingero,S22,F2,normal,,,
84r,p485_l29_o07,suffero ,p485_l29_o07_a,sustineo,S22,F2,normal,p485_l29_o07_b,S63,F2
84r,p485_l29_o10,ꝓturbo ,p485_l29_o10_a,expello,S22,F2,normal,,,
84r,p485_l30_o05,Neco ,p485_l30_o05_a,occido,S22,F2,normal,,,
84r,p485_l31_o02,fundo ,,,,,,p485_l31_o02_a,S63,F2
84r,p485_l32_o02,subigo ,p485_l32_o02_a,subdo,S22,F2,normal,,,
84r,p485_l32_o03,exigo ,p485_l32_o03_a,++,S23,F3,shorthand,,,
84r,p485_l32_o01,circuago ,p485_l32_o01_a,circũ duco,S23,F2,normal,,,
84r,p485_l32_o07,halo ,p485_l32_o07_a,spiro,S22,F2,normal,,,
84r,p485_l32_o08,exhalo ,p485_l32_o08_a,+,S22,F2,shorthand,,,
84r,p485_l32_o10,refello ,p485_l32_o10_a,reuinco,S22,F2,normal,,,
