folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,marginal_note_id,marginal_note_type,marginal_note_form
76v,p452_l25_o07,iatio ,p452_l25_o07_a,expello,S22,F2,,,
76v,p452_l25_o08,iaculũ ,p452_l25_o08_a,telũ,S22,F2,,,
76v,p452_l26_o05,conuerter̃. ,p452_l26_o05_a,ł conuertunt,S22,F2,,,
76v,p452_l26_o06,Itẽ  ,p452_l26_o06_a,.s. nõa,S53,F2,,,
76v,p452_l26_o09,Rego ,p452_l26_o09_a,guberno,S22,F2,,,
76v,p452_l26_o10,regimen ,p452_l26_o10_a,gubernatio/dominatio,S22,F2,,,
76v,p452_l27_o01,Tego ,p452_l27_o01_a,operio,S22,F2,,,
76v,p452_l27_o02,Tegimen ,p452_l27_o02_a,operimentũ,S22,F2,p452_l27_o02_b,S313,F5
76v,p452_l27_o04,ante ,p452_l27_o04_a,.s. nõa,S53,F2,,,
76v,p452_l27_o12,rubeo ,p452_l27_o12_a,uerecundo/ł rubrũ colorẽ habeo,S23,F4,,,
76v,p452_l28_o02,Vereor ,p452_l28_o02_a,timeo,S22,F2,,,
76v,p452_l28_o03, uerecundus ,p452_l28_o03_a,timidus,S22,F2,,,
76v,p452_l28_o09-11,Ante .or. quoq; ,p452_l28_o09-11_a,.s. seruant consonantẽ uerba in nõib,S53,F4,,,
76v,p452_l29_o01,quoꝵ ,p452_l29_o01_a,.s. nõinũ,S3232,F2,,,
76v,p452_l29_o08, ueniunt  ,p452_l29_o08_a,nõa,S53,F2,,,
76v,p452_l30_o01-03,a neutris maxime ,,,,,p452_l30_o01-03_a,S53,F5
76v,p452_l30_o04,qͣ ,p452_l30_o04_a,.s. neutra uerba,S3232,F3,,,
76v,p452_l30_o07,possunt ,p452_l30_o07_a,illa neutra,S53,F3,,,
76v,p452_l30_o10,transeuntia ,p452_l30_o10_a,migrantia,S22,F2,,,
76v,p452_l31_o10,p̃sertim ,p452_l31_o10_a,maxime,S22,F2,,,
76v,p453_l01_o02,diriuatũ ,p453_l01_o02_a,deductũ,S22,F2,,,
76v,p453_l02_o01,uocabulũ ,p453_l02_o01_a,nom̃,S22,F2,p453_l02_o01_b,S23,F5
76v,p453_l02_o03,seruata ,p453_l02_o03_a,custodita,S22,F2,,,
76v,p453_l02_o05,consonans ,p453_l02_o05_a,ł consonante,S22,F2,p453_l02_o05_b,S631,F5
76v,p453_l02_o06,positionis ,p453_l02_o06_a,pͥmę ꝑsonę,S53,F3,,,
76v,p453_l03_o02,solę ,p453_l03_o02_a,.s. .s. & .t.,S53,F3,,,
76v,p453_l03_o09-10,incorporalia ,,,,,p453_l03_o09-10_a,S331,F5
76v,p453_l04_o08,deducta ,p453_l04_o08_a,diriuata,S22,F2,,,
76v,p453_l05_o08,censor ,p453_l05_o08_a,iudex,S22,F2,,,
76v,p453_l04_o11,defensor ,p453_l04_o11_a,turor/ꝓtector,S22,F3,,,
76v,p453_l04_o12,consultor ,p453_l04_o12_a,consiliator/interrogator/ꝓuidens,S22,F3,,,
76v,p453_l05_o07,Vnde ,p453_l05_o07_a,exquo,S22,F3,,,
76v,p453_l06_o03,Censeo ,p453_l06_o03_a,iudico/statuo/definio,S22,F3,,,
76v,p453_l06_o05,traductũ ,p453_l06_o05_a,diriuatũ,S22,F2,,,
76v,p453_l08_o05,÷ ,,,,,p453_l08_o05_a,S22,F2
76v,p453_l08_o06,cõꝓbamꝰ. ,p453_l08_o06_a,cognoscimus/ł cernimus?,S33,F3,,,
76v,p453_l09_o07,Sudo ,p453_l09_o07_a,sudore ꝑfundor,S23,F3,p453_l09_o07_b,S53,F5
76v,p453_l10_o03,Clamo ,p453_l10_o03_a,sono,S22,F2,,,
76v,p453_l10_o09,Rubeo ,p453_l10_o09_a,uerecundor,S22,F2,,,
76v,p453_l10_o11,Marceo ,p453_l10_o11_a,areo,S22,F2,,,
76v,p453_l11_o01,Marcor ,p453_l11_o01_a,ariditas siccitas dolor languor,S22,F3,,,
76v,p453_l11_o02,Candeo ,p453_l11_o02_a,albesco splendeo -dor,S22,F3,,,
76v,p453_l11_o04,Algeo ,p453_l11_o04_a,rigreo -gor,S22,F2,,,
76v,f76v_l22_o04,Obsono ,f76v_l22_o04_a,contrasono ł conuiuo Nutrio nutritor ł nutrimentum,S611,F3,,,
76v,p453_l11_o11,tenor ,p453_l11_o11_a,accentꝰ uis uirtꝰ,S22,F3,,,
76v,p453_l12_o01,Tepeo ,p453_l12_o01_a,tepiđ euenio/ł fio,S23,F3,p453_l12_o01_b,S23,F4
77r,p453_l12_o03,Horreo ,p453_l12_o03_a,abominor,S22,F2,p453_l12_o03_b,S23,F4
77r,p453_l12_o05,Ferueo ,p453_l12_o05_a,ardeo ira,S23,F3,,,
77r,p453_l12_o06,Feruor ,p453_l12_o06_a,dor,S331,F2,,,
77r,p453_l12_o07,Strideo ,p453_l12_o07_a,sono ł strido,S22,F3,p453_l12_o07_b,S23,F4
77r,p453_l13_o01,Tremeo ,p453_l13_o01_a,ł tremo,S22,F2,,,
77r,p453_l13_o03,Cano ,p453_l13_o03_a,cantꝰ naualis ẽ ꝓprie,S23,F4,,,
77r,p453_l13_o07,Furo ,,,,,p453_l13_o07_a,S5,F4
77r,p453_l13_o10,deficit ,p453_l13_o10_a,s. nunc,S332,F2,,,
77r,p453_l14_o02,furor ,p453_l14_o02_a,ira insanio,S22,F3,,,
77r,p453_l14_o03,Liquor ,p453_l14_o03_a,fluo,S22,F2,p453_l14_o03_b,S5,F4
77r,p453_l14_o06,liquor ,p453_l14_o06_a,sicut oleũ/ipsa res quę fluit,S23,F4,,,
77r,p453_l14_o09,Sopio ,p453_l14_o09_a,quiesco/dormio,S22,F3,,,
77r,p453_l15_o01,quorũ-duo ,p453_l15_o01_a,÷ liquor ⁊ sopor,S53,F3,,,
77r,p453_l15_o07,penultimã ,,,,,p453_l15_o07_a,S53,F5
77r,p453_l16_o08,positionis ,p453_l16_o08_a,÷ pͥmę ꝑsonę,S53,F3,p453_l16_o08_b,631,F5
77r,p453_l17_o02,madeo ,p453_l17_o02_a,humidus sũ/humecto,S23,F3,,,
77r,p453_l17_o03,madidus ,p453_l17_o03_a,humiđ/ł aspersus sanguine,S23,F3,,,
77r,p453_l17_o04,Splendeo- ,p453_l17_o04_a,luceo,S22,F2,,,
77r,p453_l17_o06,Sordeo ,p453_l17_o06_a,inqͥno/polluo,S22,F3,,,
77r,p453_l17_o07,sordidus ,p453_l17_o07_a,maculatꝰ,S22,F2,,,
77r,p453_l17_o08,Frigeo ,p453_l17_o08_a,algeo,S22,F2,,,
77r,p453_l18_o02,Caleo ,p453_l18_o02_a,uro,S22,F2,,,
77r,p453_l19_o05,Ferueo ,p453_l19_o05_a,irascor,S22,F2,,,
77r,p453_l18_o04,Timeo ,p453_l18_o04_a,pigresco,S22,F2,,,
77r,p453_l18_o06,Tepeo ,p453_l18_o06_a,caleo,S22,F2,,,
77r,p453_l18_o08,Stupeo ,p453_l18_o08_a,admiror,S22,F2,,,
77r,p453_l19_o03,Torreo ,p453_l19_o03_a,uro,S22,F2,p453_l19_o03_b,S5,F5
77r,p453_l19_o07,Rapio ,p453_l19_o07_a,aufero,S22,F2,,,
77r,p453_l19_o09,cupio ,p453_l19_o09_a,opto,S22,F2,,,
77r,p453_l20_o02,uiuidus ,p453_l20_o02_a,uitalis uelox agilis acutus,S22,F3,,,
77r,p453_l20_o04,Fluo ,p453_l20_o04_a,distillo,S22,F2,,,
77r,p453_l20_o07,Fluuidus ,p453_l20_o07_a,distillans ł decurrens cruore,S23,F2,,,
77r,p453_l21_o04,Inuidus  ,,,,,p453_l21_o04_a,S23,F5
77r,p453_l21_o05,prandus ,p453_l21_o05_a,ꝗ prandet,S23,F4,,,
77r,p453_l22_o05,tremidus ,p453_l22_o05_a,inde timidus dubitans,S22,F3,,,
77r,p453_l18_o03,eo ,p453_l18_o03_a,nõe qđ ẽ trepiđ,S3232,F4,,,
77r,p453_l25_o08,sic ,p453_l25_o08_a,.s. sicuti supͣdicta,S53,F3,,,
77r,p453_l26_o04,tego ,p453_l26_o04_a,obumbro/cooperio,S222,F3,,,
77r,p453_l26_o05,teges ,p453_l26_o05_a,ł ꝓtectio/obumbratio,S22,F3,p453_l26_o05_b,S313,F4
77r,p453_l26_o07,Merges ,p453_l26_o07_a,mergitis gñs,S222,F3,p453_l26_o07_b,S5,F5
77r,p453_l26_o08,Cędo ,,,,,p453_l26_o08_b,S23,F5
77r,p453_l26_o09,cędes ,p453_l26_o09_a,pescis/occidio/homicidiũ,S22,F3,,,
77r,p453_l26_o11,Luo ,p453_l26_o11_a,sustineo/ł soluo,S22,F3,p453_l26_o11_b,S54,F4
77r,p453_l27_o01,Lues ,p453_l27_o01_a,pestis/luis gñs,S222,F3,p453_l27_o01_b,S22,F4
77r,p453_l27_o02,Struo ,p453_l27_o02_a,edifico,S22,F2,,,
77r,p453_l27_o03,Strues ,p453_l27_o03_a,congeries ligni/ł cumulus terrę,S23,F3,,,
77r,p453_l27_o05,Fides ,p453_l27_o05_a,credulitas,S22,F2,,,
77r,p453_l27_o06,Penultima ,p453_l27_o06_a,dũ in uerbo corripit᷑,S53,F4,,,
77r,p453_l28_o04,Torqueo ,,,,,p453_l28_o04_b,S23,F5
77r,p453_l28_o05,Torquis ,p453_l28_o05_a,ornam̃tũ colli,p453_l28_o05,F3,,,
77r,p453_l28_o12,Docibilis ,p453_l28_o12_a,ł docendo habilis/facile docens,S23,F3,,,
77r,p453_l29_o01,Nubo  ,,,,,p453_l29_o01_a,S23,F4
77r,p453_l29_o02,nubił ,p453_l29_o02_a,puella/apta ad/nubendũ,S23,F3,,,
77r,p453_l29_o03,Fatio ,p453_l29_o03_a,ago,S22,F2,,,
77r,p453_l29_o04,facił ,p453_l29_o04_a,leuis,S22,F2,,,
77r,p453_l29_o06,utilis ,p453_l29_o06_a,habilis/aptus/ꝓficuus/idoneus,S22,F3,,,
77r,p453_l29_o07,Effutio ,p453_l29_o07_a,effundo,S22,F2,p453_l29_o07_b,S23,F4
77r,p453_l29_o08,effutił ,p453_l29_o08_a,uanus/ instabilis,S22,F3,p453_l29_o08_b,S25,F5
77r,p453_l30_o01,occiduus ,p453_l30_o01_a,transitiuus,S22,F2,p453_l30_o01_b,S23,F5
77r,p453_l30_o03,Predor ,p453_l30_o03_a,p̃do,S22,F2,,,
77r,p453_l30_o04,Pręcido ,p453_l30_o04_a,ambulo/cedo,S22,F3,,,
77r,f77r_l8_o03,(add) ,f77r_l8_o03_a,Quidã codices/inceduus,S62,F4,f77r_l8_o03_b,S611,F3
77r,p453_l30_o05,Pręciduus ,p453_l30_o05_a,locus ad ꝑgendũ habilis,S23,F3,,,
77r,p453_l30_o06,ꝑspitio ,p453_l30_o06_a,conspicor/uigilo,S22,F3,,,
77r,p453_l30_o07,ꝑspicuus ,p453_l30_o07_a,clarꝰ/manifestꝰ,S22,F3,,,
77r,p453_l31_o02,diuiduus ,p453_l31_o02_a,diuisus/diuidenđ,S22,F3,,,
77r,p453_l31_o07,bibuł ,p453_l31_o07_a,nimis bibens,S22,F2,,,
77r,p453_l31_o09,penduł ,p453_l31_o09_a,ꝗ pend&,S23,F4,,,
77r,p453_l32_o01,Strido ,p453_l32_o01_a,sono,S22,F2,,,
77r,p453_l32_o02,Striduł ,p453_l32_o02_a,sonans ꝗ strid&,S23,F2,,,
77r,p453_l32_o03,Gero ,p453_l32_o03_a,porto ago,S22,F3,,,
77r,p453_l32_o04,geruł ,p453_l32_o04_a,portitor,S22,F2,,,
77r,p453_l32_o05,Lego  ,,,,,p453_l32_o05_a,S23,F5
77r,p453_l32_o06,leguł ,p453_l32_o06_a,legens/ł nauigator,S22,F3,,,
77r,p453_l32_o08,murilegulus ,,,,,p453_l32_o08_b,S23,F5
77r,p453_l33_o01,Tremo ,p453_l33_o01_a,febricito,S22,F2,,,
77r,p453_l33_o03,(add) ,p453_l33_o03_a,"cerno -nulus, (÷ aspector uisor), Queror -ruł,",S611,F4,,,
77r,p453_l33_o07,Adopto ,p453_l33_o07_a,desidero,S22,F2,,,
77r,p453_l33_o08,adoptuł. ,p453_l33_o08_a,adoptans /ualde desiderat᷑ Idem est & adoptiuus,S22,F2,,,
77r,p454_l01_o06,uoro ,p454_l01_o06_a,sorbeo/Glutino,S22,F3,,,
77r,p454_l01_o07,uorax ,p454_l01_o07_a,Glutiens / sorbens,S22,F3,,,
77r,p454_l01_o10,Tumeo ,p454_l01_o10_a,inflo/suꝑbio,S22,F3,,,
77r,p454_l01_o11,Tumax ,p454_l01_o11_a,suꝑbus/uibrans crispans/febricitans,S22,F3,,,
77r,p454_l01_o12,Contumeo ,p454_l01_o12_a,inflo ł suꝑbio,S22,F3,,,
77r,p454_l02_o01,contumax ,p454_l02_o01_a,suꝑbus/uibrans crispans/febricitans,S22,F3,,,
77r,p454_l02_o02,Teneo ,p454_l02_o02_a,capio ł manib,S23,F3,,,
77r,p454_l02_o03,tenax ,p454_l02_o03_a,auarus/strictꝰ cupiđ,S22,F3,,,
77r,p454_l02_o05,dicax ,p454_l02_o05_a,ꝗ bene loquitur,S23,F4,,,
77r,f77r_l22_o01,Careo ,f77r_l22_o01_a,non habeo,S23,F4,,,
77r,f77r_l22_o02,carax ,f77r_l22_o02_a,ñ habẽns,S23,F3,,,
77r,p454_l03_o01,ꝑspicax ,p454_l03_o01_a,ingeniosus astutus/clarus uigilans,S22,F3,,,
77r,p454_l03_o03,efficax ,p454_l03_o03_a,effitiens/ł potens,S22,F3,p454_l03_o03_b,S22,F3
77r,p454_l03_o04,Fallo ,p454_l03_o04_a,m̃tior,S22,F2,,,
77r,p454_l03_o05,fallax ,p454_l03_o05_a,m̃dax,S22,F2,,,
77r,p454_l03_o06,Emo ,p454_l03_o06_a,c̃paro,S22,F2,,,
77r,p454_l03_o07,emax ,p454_l03_o07_a,ẽptor,S22,F2,,,
77v,p454_l03_o09,uiuax ,p454_l03_o09_a,uiuidus,S22,F2,,,
77v,p454_l03_o10,Sagio ,p454_l03_o10_a,diuino/ꝓpheto,S22,F3,,,
77v,p454_l04_o02,sagax ,p454_l04_o02_a,sollicitꝰ/acutus,S22,F3,,,
77v,p454_l04_o01,pręsagio ,p454_l04_o01_a,fut̃a p̃dico,S23,F4,,,
77v,f77v_l01_07,pręsagax ,f77v_l01_07_a,ft̃a p̃dicens,S23,F3,,,
77v,p454_l04_o03,Salio ,,,,,p454_l04_o03_a,S23,F4
77v,p454_l04_o04,salax ,p454_l04_o04_a,uelox / qͥ bene potest dire,S23,F4,,,
77v,p454_l04_o07,salacem ,p454_l04_o07_a,÷ uelocem,S22,F2,,,
77v,p454_l04_o08,Horatis ,p454_l04_o08_a,auctor,S554,F2,,,
77v,p454_l05_o04,Mentior ,p454_l05_o04_a,fallo,S22,F2,,,
77v,p454_l05_o05,Mendax ,,,,,p454_l05_o05_a,S62,F5
77v,p454_l05_o07,latex ,p454_l05_o07_a,aqͣ latens/ a latendo dr̃,S5,F3,,,
77v,p454_l05_o09,uertex ,p454_l05_o09_a,sũm pras capitis/Eo qđ ibi uertunt᷑ capille:,S23,F5,p454_l05_o09_b,S23,F5
77v,p454_l06_o07,ipsã ,p454_l06_o07_a,pͥmã ꝑsonã,S53,F3,,,
77v,p454_l08_o03,sequente ,p454_l08_o03_a,.s. illã consonantẽ positionis,S53,F3,,,
77v,p454_l09_o03,stabulũ ,p454_l09_o03_a,a stando dictũ ubi/stant equi ł pecora,S5,F4,,,
77v,p454_l09_o07,Pateo ,p454_l09_o07_a,aperio,S22,F2,,,
77v,p454_l09_o09,Patibulũ ,p454_l09_o09_a,torm̃tũ,S22,F2,p454_l09_o09_b,S54,F4
77v,p454_l09_o11,infudo ,p454_l09_o11_a,suꝑfundo,S22,F2,,,
77v,p454_l10_o01,infundis ,p454_l10_o01_a,uerbũ fabri ł figuli,S23,F3,,,
77v,f77v_l08_o08,Placo ,,,,,f77v_l08_o08_a,S5,F5
77v,p454_l10_o09-10,in .bunđ. ,,,,,p454_l10_o09-10_b,S5,F5
77v,p454_l11_o03,ludo ,p454_l11_o03_a,iocor,S22,F2,,,
77v,p454_l11_o05,ludibunđ ,p454_l11_o05_a,similis ludendi,S22,F3,,,
77v,p454_l11_o08,moribundus ,p454_l11_o08_a,simił morienti,S22,F3,,,
77v,p454_l12_o01,Furio ,p454_l12_o01_a,insanio,S22,F2,,,
77v,p454_l12_o03,Furibundus. ,p454_l12_o03_a,simił furenti,S22,F2,p454_l12_o03_b,S5,F5
77v,p454_l13_o04,claũsulę ,p454_l13_o04_a,terminationes,S22,F2,,,
77v,p454_l14_o04,generales ,p454_l14_o04_a,cõmunes .s. clausulę sicuti superiores,S53,F3,,,
77v,p454_l14_o12,in ,p454_l14_o12_a,.s. ut st̃ illę spetiales clausulę,S53,F4,,,
77v,p454_l17_o05,scriba ,p454_l17_o05_a,doctꝰ scriptor,S22,F3,p454_l17_o05_b,S23,F5
77v,p454_l17_o07,ꝓnuba ,p454_l17_o07_a,ꝗ nubentib p̃est,S23,F4,p454_l17_o07_b,S23,F5
77v,p454_l17_o10,ꝓfugio ,p454_l17_o10_a,porro fugio,S25,F3,,,
77v,p454_l18_o01,ꝓfuga ,p454_l18_o01_a,ualde fuga,S23,F3,,,
77v,p454_l18_o03,aduena ,p454_l18_o03_a,ꝗ aliunde aduenit/seu peregrinus,S23,F4,,,
77v,p454_l18_o05,conuena ,p454_l18_o05_a,ꝗ cũ uenit/simul ueniens,S23,F3,,,
77v,p454_l18_o06,Lenio ,p454_l18_o06_a,placo/ł satis fatio,S22,F3,,,
77v,p454_l18_o07,Lena ,p454_l18_o07_a,seductrix/ł ꝑspectrix/scru/pri,S22,F3,,,
77v,p454_l18_o08,Sequor ,p454_l18_o08_a,minister qui/assequitur ł qui assequit? ł / secreta sui senio/ris scit ł assecula,S23,F4,,,
77v,p454_l18_o09,assecla ,p454_l18_o09_a,miles ꝗ seruit,S23,F4,,,
77v,p454_l19_o01,colo ,p454_l19_o01_a,ꝑuene ł? aro/ror diligo/habito/adoro,S22,F3,,,
77v,p454_l19_o02,cęlicola ,p454_l19_o02_a,cęlũ colens sic̃ angłs,S25,F3,,,
77v,p454_l19_o03,Gigno ,p454_l19_o03_a,nutrio,S22,F2,,,
77v,f77v_l16_o07,(add) ,f77v_l16_o07_a,ut,S611,F2,,,
77v,p454_l19_o05,antiq; ,p454_l19_o05_a,dicebat᷑,S53,F2,,,
77v,p454_l19_o07,Terrigena ,p454_l19_o07_a,a t̃ra genitꝰ / siue gigas ꝗ dic/ti st̃/ t̃rę si/łii,S23,F4,,,
77v,p454_l19_o09,conuiua ,p454_l19_o09_a,ꝗ in conuiuio ẽ/ł simul uiuens/ł uescens,S23,F4,,,
77v,p454_l20_o01,insideor ,p454_l20_o01_a,fraudor,S22,F2,,,
77v,p454_l20_o02,insidię ,p454_l20_o02_a,deceptiones/fraudes,S22,F3,,,
77v,p454_l20_o06,candeo ,p454_l20_o06_a,splen/deo,S22,F2,,,
77v,p454_l20_o08,Suadeo ,p454_l20_o08_a,adortor,S22,F2,,,
77v,p454_l20_o09,Suadela ,p454_l20_o09_a,adoracio,S22,F2,,,
77v,p454_l21_o01,Luceo ,p454_l21_o01_a,fulgeo,S22,F2,,,
77v,p454_l21_o05,Lucina ,p454_l21_o05_a,et inde luna diriuatur ꝑ sincopã dea/quę parientib; lucẽ prestat,S554,F5,,,
77v,p454_l21_o06,Lateo ,p454_l21_o06_a,abscondo,S22,F2,,,
77v,p454_l21_o07,Laterna ,p454_l21_o07_a, lux intꝰ lat&,S23,F4,,,
77v,p454_l21_o08,Ruo ,p454_l21_o08_a,cado,S22,F2,,,
77v,p454_l21_o09,Ruina ,p454_l21_o09_a,lapsus/casura ł,S22,F3,,,
77v,p454_l21_o10,Rapio ,p454_l21_o10_a,aufero,S22,F2,,,
77v,p454_l22_o01,Cubo ,p454_l22_o01_a,iaceo,S22,F2,,,
77v,p454_l22_o02,Concubina ,p454_l22_o02_a,ꝗ ñ ẽ ꝓpria,S23,F4,,,
77v,p454_l22_o05,cubile ,p454_l22_o05_a,lectꝰ,S22,F2,,,
77v,p454_l22_o07,Sedile ,p454_l22_o07_a,sedes ł sessio,S22,F3,,,
77v,p454_l23_o02,epulor ,,,,,p454_l23_o02_b,S22,F3
77v,p454_l23_o03,Epulo ,,,,,p454_l23_o03_a,S4181,F5
77v,p454_l23_o05,Latro ,p454_l23_o05_a,fur a latendo dr̃/ latendo furat᷑,S54,F4,,,
77v,p454_l23_o06,Lenio ,p454_l23_o06_a,sedo placo/blandior,S22,F3,,,
77v,p454_l23_o07,leno ,,,,,p454_l23_o07_b,S23,F5
77v,p454_l23_o08,comedo ,,,,,p454_l23_o08_b,S23,F5
77v,p454_l23_o09,Palpo ,p454_l23_o09_a,tango,S22,F2,,,
77v,p454_l23_o10,uerbero ,,,,,p454_l23_o10_a,S23,F5
77v,p454_l23_o11,Incubo ,,,,,p454_l23_o11_b,S5,F5
78r,p454_l25_o06,torpeo ,,,,,p454_l25_o06_a,S22,F3
78r,p454_l25_o07,torpedo ,,,,,p454_l25_o07_a,S23,F3
78r,p454_l25_o09,cupido ,,,,,p454_l25_o09_a,S553,F5
78r,p454_l25_o12,formido ,,,,,p454_l25_o12_b,S23,F4
78r,p454_l26_o03,caligo ,,,,,p454_l26_o03_b,S23,F5
78r,p454_l26_o04,ꝓpago ,,,,,p454_l26_o04_b,S23,F4
78r,p454_l28_o10,parco ,,,,,p454_l28_o10_a,S5,F5
78r,p454_l29_o07,fidus ,p454_l29_o07_a,credulus,S22,F2,,,
78r,p454_l29_o09,pandus ,p454_l29_o09_a,aꝑtꝰ latꝰ/manifestꝰ/patulus,S22,F3,,,
78r,p454_l29_o11,lucus ,p454_l29_o11_a,densa silua,S23,F3,p454_l29_o11_b,S23,F5
78r,p454_l30_o01,arceo ,p454_l30_o01_a,stringo/cohibeo,S22,F3,,,
78r,p454_l30_o02,archus ,p454_l30_o02_a,ab arcendis,S54,F3,,,
78r,p454_l30_o03,metuo ,p454_l30_o03_a,timeo,S22,F2,,,
78r,p454_l30_o04,metus ,p454_l30_o04_a,timor,S22,F2,,,
78r,p454_l30_o05,gradior ,p454_l30_o05_a,ãbulo,S22,F2,,,
78r,p454_l30_o07,scio ,p454_l30_o07_a,inde ieronimꝰ / dicit scio ꝗd dicã scio/nescio ꝗd dicã nescio,S4181,F4,,,
78r,p454_l30_o08,scius ,p454_l30_o08_a,sapiens peritꝰ,S22,F3,,,
78r,p454_l30_o09,multiscius ,p454_l30_o09_a,ꝗ multũ scit,S23,F4,,,
78r,p454_l30_o10,inscius ,p454_l30_o10_a,ꝗ nescit,S23,F4,,,
78r,p454_l31_o01,p̃scius ,p454_l31_o01_a,p̃sciens ft̃a,S23,F3,,,
78r,p454_l31_o04,septemfluus ,p454_l31_o04_a,.VII. hostia habens sic nilꝰ / ł .VII. partib; habere fluens,S23,F4,,,
78r,p454_l31_o07,inuidus ,p454_l31_o07_a,inuidus ẽ ꝗ inuid& inuidiosus / ꝗ alterius inuidiã patitur,S23,F5,,,
78r,p454_l31_o09,ꝓfugus ,p454_l31_o09_a,porro fugiens/ł longe,S25,F4,,,
78r,p454_l32_o01-02,A fatio ,,,,,p454_l32_o01-02_a,S631,F4
78r,p454_l32_o06,benifcus ,,,,,p454_l32_o06_b,S8141,F5
78r,p454_l32_o08,ueneficus. ,p454_l32_o08_a,uenenũ faciens/ł malitiosus,S23,F4,p454_l32_o08_b,S13,F5
78r,p454_l33_o03,fatidicus ,p454_l33_o03_a,fata dicens,S25,F3,,,
78r,p454_l33_o04,ueridicus ,p454_l33_o04_a,uera dicens,S25,F3,,,
78r,f78r_l09_o03,iuridicus ,f78r_l09_o03_a,iura dicens,S25,F3,,,
78r,p454_l33_o09,beniuolus ,p454_l33_o09_a,beneuolens,S22,F2,,,
78r,p455_l01_o03,ueliuolus ,p455_l01_o03_a,uelũ uolans .s. locꝰ ł uentꝰ ubi uelũ uolo ueliuolus -la -lum,S5,F4,,,
78r,p455_l01_o06,ueliuolũ. ,p455_l01_o06_a,quasi uelũ uolans,S23,F3,,,
78r,p455_l02_o01,nauifragus ,p455_l02_o01_a,ꝗ naues frangit,S23,F4,,,
78r,p455_l01_o09,naufragus ,p455_l01_o09_a,nauis fractio,S25,F3,,,
78r,f78r_l11_o02,naufragium ,f78r_l11_o02_a,ꝗ naufragiũ sustin&,S23,F4,,,
78r,p455_l02_o09,uado ,p455_l02_o09_a,ãbulo/eo,S22,F3,,,
78r,p455_l02_o11,uadũ ,p455_l02_o11_a,aqͣ tenuis/ a uado,S5,F3,,,
78r,p455_l03_o01,uas ,p455_l03_o01_a,pignꝰ / fide iussor/ꝗ uades re/cipit?,S23,F3,,,
78r,p455_l03_o04,scalpo ,p455_l03_o04_a,incido/ł sculpo,S22,F3,,,
78r,p455_l03_o05,scalprũ ,p455_l03_o05_a,ferrum quo scalpunt/carpentarii/ł sculprũ,S23,F4,,,
78r,p455_l03_o06,fultio ,p455_l03_o06_a,sustineo munio firmo/sustento supporto,S22,F3,,,
78r,p455_l03_o07,fulcrũ ,,,,,p455_l03_o07_a,S8141,F5
78r,p455_l03_o09,iungũ ,p455_l03_o09_a,seruitꝰ,S22,F2,,,
78r,p455_l05_o04,lucifer ,p455_l05_o04_a,lucẽ ferens,S25,F3,,,
78r,p455_l05_o05,corniger. ,p455_l05_o05_a,cornugerens,S22,F2,,,
78r,p455_l08_o10-21,in .cen. & in .pos. & in .pex. & in .fex. ,,,,,p455_l08_o10-21_a,S53,F5
78r,p455_l09_o04-05,in-.bex. ,p455_l09_o04-05_a,s. ł in .ex. utiũ?/ʜ potest eẽ,S53,F4,,,
78r,p455_l09_o13,cornicen ,p455_l09_o13_a,ꝗ cornu canit/ł cornu carens,S23,F4,,,
78r,p455_l09_o14,liticen ,p455_l09_o14_a,ꝗ litia cañ ÷/musa,S23,F4,,,
78r,p455_l09_o15,tubicen ,p455_l09_o15_a,ꝗ tuba cañ,S23,F4,,,
78r,p455_l10_o01,fidicen ,p455_l10_o01_a,fidib; canens ÷ cordis,S23,F3,,,
78r,p455_l10_o02,tibicen ,p455_l10_o02_a,tibis canens,S25,F3,p455_l10_o02_b,S13,F5
78r,p455_l10_o05,cõpos. ,p455_l10_o05_a,effector uoti ł adeptor uoti/ł cõpositor ornam̃ti ł uoluntatis,S23,F3,,,
78r,p455_l10_o07,auspitio ,p455_l10_o07_a,ł aspitio,S313,F2,p455_l10_o07_b,S23,F3
78r,p455_l10_o11,artifex ,p455_l10_o11_a,artẽ fatiens,S25,F3,,,
78r,p455_l11_o01,opifex ,p455_l11_o01_a,opꝰ fatiens,S25,F3,,,
78r,p455_l11_o04,municeps ,p455_l11_o04_a,munera capiens,S25,F3,,,
78r,p455_l11_o05,particeps ,p455_l11_o05_a,partẽ capiens,S25,F3,,,
78r,p455_l11_o06,auceps ,p455_l11_o06_a,aues capiens,S25,F3,,,
78r,p455_l11_o08,obitio ,p455_l11_o08_a,c̃tralatio,S22,F2,p455_l11_o08_b,S5,F5
78r,p455_l11_o09,obex ,p455_l11_o09_a,Repaculũ qđ ostio/obicitur,S23,F4,,,
78r,p455_l11_o11,p̃sideo ,p455_l11_o11_a,p̃sũ ł antesedeo,S22,F3,,,
78r,p455_l12_o01,p̃ses ,p455_l12_o01_a,iudex,S22,F2,,,
78r,p455_l12_o02,resideo ,p455_l12_o02_a,retro sedeo/ł remaneo,S22,F3,,,
78r,p455_l12_o03,reses ,p455_l12_o03_a,piger,S22,F2,,,
78r,p455_l12_o05,deses ,p455_l12_o05_a,piger stultus/ł neglegens,S22,F3,,,
78r,p455_l12_o07,quies ,,,,,p455_l12_o07_a,S313,F5
